  K    WAVELN    NEFF       GEOM ALB   BOND/QFIT  BOND/GEOM  Q-FITTED
1069  1.4490860    0.1307089    0.0016787    0.0003191    0.2896767    1.5239574
1070  1.4510150    0.1307089    0.0230759    0.0077623    0.5125906    1.5238311
1071  1.4529470    0.1307089    0.0609657    0.0342545    0.8561168    1.5237053
1072  1.4548810    0.1307089    0.0316612    0.0132711    0.6386224    1.5235800
1073  1.4568170    0.1307089    0.0189522    0.0050603    0.4067651    1.5234552
1074  1.4587570    0.1307089    0.0496380    0.0254192    0.7800845    1.5233309
1075  1.4606990    0.1307089    0.0042548    0.0007999    0.2863806    1.5232071
1076  1.4626430    0.1307089    0.0000060    0.0000053    1.3531683    1.5230838
1077  1.4645900    0.1307089    0.0123708    0.0030728    0.3782854    1.5229610
1078  1.4665400    0.1307089    0.0313156    0.0109863    0.5342505    1.5228386
1079  1.4684920    0.1307089    0.0000329    0.0000245    1.1347392    1.5227168
1080  1.4704470    0.1307089    0.0000484    0.0000301    0.9469640    1.5225954
1081  1.4724040    0.1307089    0.0000307    0.0000296    1.4684749    1.5224746
1082  1.4743640    0.1307089    0.0001029    0.0000906    1.3398222    1.5223542
1083  1.4763270    0.1307089    0.0015525    0.0003395    0.3328868    1.5222343
1084  1.4782920    0.1307089    0.0000010    0.0000010    1.4105435    1.5221149
1085  1.4802600    0.1307089    0.0000670    0.0000648    1.4708638    1.5219960
1086  1.4822310    0.1307089    0.0000162    0.0000156    1.4600963    1.5218775
1087  1.4842040    0.1307089    0.0000313    0.0000258    1.2573599    1.5217596
1088  1.4861790    0.1307089    0.0006503    0.0002079    0.4864927    1.5216421
1089  1.4881580    0.1307089    0.0000113    0.0000109    1.4660419    1.5215251
1090  1.4901390    0.1307089    0.0000056    0.0000053    1.4341604    1.5214086
1091  1.4921220    0.1307089    0.0000711    0.0000645    1.3804182    1.5212926
1092  1.4941090    0.1307089    0.0003674    0.0001714    0.7094472    1.5211770
1093  1.4960980    0.1307089    0.0000159    0.0000155    1.4824319    1.5210619
1094  1.4980890    0.1307089    0.0000329    0.0000319    1.4787548    1.5209473
1095  1.5000830    0.1307089    0.0000103    0.0000096    1.4157791    1.5208331
1096  1.5020800    0.1307089    0.0000361    0.0000325    1.3719244    1.5207195
1097  1.5040800    0.1307089    0.0000337    0.0000328    1.4772911    1.5206062
1098  1.5060820    0.1307089    0.0003403    0.0001288    0.5753445    1.5204935
1099  1.5080870    0.1307089    0.0011750    0.0002652    0.3432064    1.5203812
1100  1.5100940    0.1307089    0.0001193    0.0001012    1.2898570    1.5202694
1101  1.5121050    0.1307089    0.0000133    0.0000125    1.4331412    1.5201581
1102  1.5141180    0.1307089    0.0000297    0.0000290    1.4796687    1.5200472
1103  1.5161330    0.1307089    0.0000319    0.0000308    1.4671525    1.5199368
1104  1.5181510    0.1307089    0.0000669    0.0000646    1.4675663    1.5198269
1105  1.5201720    0.1307089    0.0007141    0.0002058    0.4379256    1.5197174
1106  1.5221960    0.1307089    0.0001996    0.0001291    0.9831042    1.5196083
1107  1.5242220    0.1307089    0.0000430    0.0000417    1.4754963    1.5194998
1108  1.5262510    0.1307089    0.0003198    0.0001528    0.7257569    1.5193917
1109  1.5282830    0.1307089    0.0005823    0.0001837    0.4792150    1.5192840
1110  1.5303170    0.1307089    0.0000259    0.0000252    1.4762656    1.5191768
1111  1.5323550    0.1307089    0.0000297    0.0000255    1.3062723    1.5190701
1112  1.5343940    0.1307089    0.0000720    0.0000638    1.3456591    1.5189638
1113  1.5364370    0.1307089    0.0000082    0.0000078    1.4507656    1.5188580
1114  1.5384820    0.1307089    0.0003548    0.0000572    0.2447917    1.5187526
1115  1.5405300    0.1307089    0.0000113    0.0000101    1.3520716    1.5186476
1116  1.5425810    0.1307089    0.0000626    0.0000603    1.4631438    1.5185431
1117  1.5446340    0.1307089    0.0020286    0.0003218    0.2408664    1.5184391
1118  1.5466910    0.1307089    0.0000481    0.0000051    0.1619480    1.5183355
1119  1.5487500    0.1307089    0.0000641    0.0000613    1.4523721    1.5182323
1120  1.5508110    0.1307089    0.0147606    0.0029938    0.3079112    1.5181297
1121  1.5528760    0.1307089    0.0001249    0.0000600    0.7292104    1.5180274
1122  1.5549430    0.1307089    0.0254465    0.0067413    0.4021301    1.5179256
1123  1.5570130    0.1307089    0.0054515    0.0008667    0.2413211    1.5178242
1124  1.5590850    0.1307089    0.0317906    0.0103312    0.4932245    1.5177233
1125  1.5611610    0.1307089    0.0041520    0.0006009    0.2196313    1.5176228
1126  1.5632390    0.1307089    0.0011670    0.0001808    0.2350667    1.5175227
1127  1.5653200    0.1307089    0.0746662    0.0474993    0.9653176    1.5174231
1128  1.5674040    0.1307089    0.0581241    0.0250523    0.6539866    1.5173239
1129  1.5694900    0.1307089    0.0720915    0.0352830    0.7425594    1.5172251
1130  1.5715790    0.1307089    0.1024327    0.0610271    0.9038696    1.5171268
1131  1.5736710    0.1307089    0.0063231    0.0011005    0.2640289    1.5170289
1132  1.5757660    0.1307089    0.0702777    0.0354293    0.7647350    1.5169315
1133  1.5778640    0.1307089    0.0447553    0.0174998    0.5930969    1.5168344
1134  1.5799640    0.1307089    0.0830372    0.0454885    0.8308827    1.5167378
1135  1.5820680    0.1307089    0.0820329    0.0558971    1.0334388    1.5166416
1136  1.5841740    0.1307089    0.0905657    0.0547542    0.9168734    1.5165459
1137  1.5862820    0.1307089    0.0812806    0.0451985    0.8432663    1.5164506
1138  1.5883940    0.1307089    0.1352493    0.0906422    1.0162402    1.5163556
1139  1.5905080    0.1307089    0.1365820    0.0895245    0.9938536    1.5162612
1140  1.5926260    0.1307089    0.1351736    0.0925245    1.0377956    1.5161671
1141  1.5947460    0.1307089    0.1378359    0.0949792    1.0446875    1.5160734
1142  1.5968690    0.1307089    0.1389789    0.0966398    1.0541461    1.5159802
1143  1.5989940    0.1307089    0.1310954    0.0904794    1.0462349    1.5158874
1144  1.6011230    0.1307089    0.1379629    0.0960812    1.0556425    1.5157950
1145  1.6032540    0.1307089    0.1370507    0.0954404    1.0555171    1.5157031
1146  1.6053890    0.1307089    0.0904070    0.0751508    1.2598516    1.5156115
1147  1.6075260    0.1307089    0.1393062    0.0986784    1.0735284    1.5155203
1148  1.6096660    0.1307089    0.0751925    0.0423748    0.8540212    1.5154296
1149  1.6118080    0.1307089    0.1244606    0.0870145    1.0594235    1.5153393
1150  1.6139540    0.1307089    0.1071862    0.0716323    1.0126378    1.5152494
1151  1.6161020    0.1307089    0.0948683    0.0581963    0.9294647    1.5151599
1152  1.6182540    0.1307089    0.0383879    0.0153322    0.6051216    1.5150708
1153  1.6204080    0.1307089    0.0219623    0.0067949    0.4687208    1.5149821
1154  1.6225650    0.1307089    0.0333308    0.0115596    0.5253893    1.5148938
1155  1.6247250    0.1307089    0.0329290    0.0105791    0.4866621    1.5148059
1156  1.6268880    0.1307089    0.0600051    0.0290154    0.7324392    1.5147184
1157  1.6290530    0.1307089    0.0714050    0.0388960    0.8250555    1.5146314
1158  1.6312220    0.1307089    0.0482913    0.0069230    0.2171232    1.5145447
1159  1.6333930    0.1307089    0.0065719    0.0011479    0.2645345    1.5144584
1160  1.6355680    0.1307089    0.0000691    0.0000656    1.4384275    1.5143725
1161  1.6377450    0.1307089    0.0000038    0.0000036    1.4564443    1.5142870
1162  1.6399250    0.1307089    0.0040501    0.0006681    0.2497902    1.5142019
1163  1.6421080    0.1307089    0.0003865    0.0000849    0.3324783    1.5141172
1164  1.6442940    0.1307089    0.0150909    0.0030576    0.3067623    1.5140329
1165  1.6464830    0.1307089    0.0000041    0.0000038    1.4090140    1.5139490
1166  1.6486750    0.1307089    0.0000538    0.0000525    1.4764646    1.5138655
1167  1.6508690    0.1307089    0.0000000    0.0000000    1.4366772    1.5137824
1168  1.6530670    0.1307089    0.0002633    0.0001087    0.6251451    1.5136996
1169  1.6552670    0.1307089    0.0000612    0.0000585    1.4455383    1.5136173
1170  1.6574710    0.1307089    0.0104490    0.0022865    0.3312030    1.5135353
1171  1.6596770    0.1307089    0.0000155    0.0000146    1.4247072    1.5134537
1172  1.6618870    0.1307089    0.0035900    0.0005774    0.2434169    1.5133725
1173  1.6640990    0.1307089    0.0030026    0.0004550    0.2293322    1.5132917
1174  1.6663140    0.1307089    0.0000162    0.0000159    1.4834415    1.5132113
1175  1.6685320    0.1307089    0.0036398    0.0005922    0.2461999    1.5131312
1176  1.6707530    0.1307089    0.0002376    0.0000954    0.6078392    1.5130516
1177  1.6729770    0.1307089    0.0002162    0.0001007    0.7048519    1.5129723
1178  1.6752050    0.1307089    0.0000682    0.0000585    1.2982465    1.5128933
1179  1.6774350    0.1307089    0.0000451    0.0000442    1.4819079    1.5128148
1180  1.6796670    0.1307089    0.0002347    0.0000505    0.3252832    1.5127367
1181  1.6819030    0.1307089    0.0009754    0.0001650    0.2558518    1.5126589
1182  1.6841420    0.1307089    0.0000184    0.0000179    1.4789282    1.5125814
1183  1.6863840    0.1307089    0.0000033    0.0000031    1.4126548    1.5125044
1184  1.6886290    0.1307089    0.0016388    0.0002319    0.2139794    1.5124277
1185  1.6908770    0.1307089    0.0001560    0.0000901    0.8729370    1.5123514
1186  1.6931280    0.1307089    0.0000593    0.0000554    1.4120569    1.5122755
1187  1.6953820    0.1307089    0.0000350    0.0000341    1.4763288    1.5121999
1188  1.6976390    0.1307089    0.0000318    0.0000311    1.4809902    1.5121247
1189  1.6998980    0.1307089    0.0000788    0.0000537    1.0302524    1.5120498
1190  1.7021610    0.1307089    0.0003805    0.0001109    0.4406616    1.5119754
1191  1.7044270    0.1307089    0.0000393    0.0000386    1.4817384    1.5119012
1192  1.7066960    0.1307089    0.0000004    0.0000004    1.4305238    1.5118275
1193  1.7089680    0.1307089    0.0002889    0.0001005    0.5260701    1.5117541
1194  1.7112430    0.1307089    0.0000310    0.0000285    1.3910814    1.5116810
1195  1.7135210    0.1307089    0.0001759    0.0000817    0.7017525    1.5116083
1196  1.7158020    0.1307089    0.0000047    0.0000044    1.4126828    1.5115360
1197  1.7180860    0.1307089    0.0005676    0.0001003    0.2670887    1.5114641
1198  1.7203730    0.1307089    0.0000556    0.0000538    1.4623882    1.5113924
1199  1.7226630    0.1307089    0.0000129    0.0000126    1.4794139    1.5113212
1200  1.7249560    0.1307089    0.0000407    0.0000398    1.4758421    1.5112503
1201  1.7272530    0.1307089    0.0000231    0.0000226    1.4798669    1.5111797
1202  1.7295520    0.1307089    0.0000534    0.0000491    1.3912485    1.5111095
1203  1.7318540    0.1307089    0.0001932    0.0000768    0.6003091    1.5110396
1204  1.7341600    0.1307089    0.0000026    0.0000024    1.4105014    1.5109701
1205  1.7364680    0.1307089    0.0000006    0.0000006    1.4244461    1.5109009
1206  1.7387800    0.1307089    0.0001087    0.0000722    1.0028473    1.5108321
1207  1.7410940    0.1307089    0.0001437    0.0000515    0.5419360    1.5107636
1208  1.7434120    0.1307089    0.0000125    0.0000111    1.3398933    1.5106955
1209  1.7457330    0.1307089    0.0012333    0.0002095    0.2566097    1.5106277
1210  1.7480570    0.1307089    0.0000425    0.0000416    1.4769527    1.5105602
1211  1.7503840    0.1307089    0.0071005    0.0014142    0.3008374    1.5104931
1212  1.7527140    0.1307089    0.0433565    0.0214222    0.7462916    1.5104263
1213  1.7550470    0.1307089    0.0003188    0.0000920    0.4357385    1.5103599
1214  1.7573830    0.1307089    0.0042004    0.0007034    0.2529052    1.5102938
1215  1.7597230    0.1307089    0.0084813    0.0016783    0.2988485    1.5102280
1216  1.7620650    0.1307089    0.0000395    0.0000257    0.9829739    1.5101626
1217  1.7644110    0.1307089    0.0000053    0.0000050    1.4179704    1.5100975
1218  1.7667590    0.1307089    0.0049656    0.0008652    0.2631183    1.5100327
1219  1.7691110    0.1307089    0.0049883    0.0008784    0.2658942    1.5099683
1220  1.7714660    0.1307089    0.0000037    0.0000035    1.4426759    1.5099042
1221  1.7738240    0.1307089    0.0000330    0.0000322    1.4767796    1.5098404
1222  1.7761860    0.1307089    0.0000402    0.0000389    1.4589691    1.5097769
1223  1.7785500    0.1307089    0.0000480    0.0000459    1.4429665    1.5097138
1224  1.7809180    0.1307089    0.0003327    0.0000894    0.4055810    1.5096510
1225  1.7832880    0.1307089    0.0001344    0.0000641    0.7198839    1.5095885
1226  1.7856620    0.1307089    0.0004769    0.0000867    0.2742987    1.5095263
1227  1.7880390    0.1307089    0.0277942    0.0111015    0.6029070    1.5094645
1228  1.7904200    0.1307089    0.0000150    0.0000147    1.4789196    1.5094029
1229  1.7928030    0.1307089    0.0006719    0.0001290    0.2897207    1.5093417
1230  1.7951900    0.1307089    0.0053594    0.0010413    0.2932506    1.5092808
1231  1.7975790    0.1307089    0.0000422    0.0000398    1.4246086    1.5092203
1232  1.7999720    0.1307089    0.0005832    0.0000728    0.1884998    1.5091600
1233  1.8023680    0.1307089    0.0448259    0.0226242    0.7616623    1.5091001
1234  1.8047680    0.1307089    0.0000439    0.0000235    0.8081953    1.5090404
1235  1.8071700    0.1307089    0.0112463    0.0028825    0.3867644    1.5089811
1236  1.8095760    0.1307089    0.0652460    0.0390363    0.9027787    1.5089221
1237  1.8119850    0.1307089    0.0277637    0.0108453    0.5894076    1.5088634
1238  1.8143970    0.1307089    0.0084097    0.0017430    0.3127090    1.5088050
1239  1.8168120    0.1307089    0.0301059    0.0119449    0.5986121    1.5087470
1240  1.8192300    0.1307089    0.0155609    0.0039639    0.3843127    1.5086892
1241  1.8216520    0.1307089    0.0006199    0.0000939    0.2286072    1.5086317
1242  1.8240770    0.1307089    0.0340025    0.0153957    0.6830548    1.5085746
1243  1.8265050    0.1307089    0.0237689    0.0082901    0.5261415    1.5085177
1244  1.8289370    0.1307089    0.0629346    0.0248906    0.5965957    1.5084611
1245  1.8313710    0.1307089    0.0917803    0.0645271    1.0604996    1.5084049
1246  1.8338090    0.1307089    0.0193818    0.0060151    0.4681102    1.5083489
1247  1.8362500    0.1307089    0.0195862    0.0065455    0.5040573    1.5082933
1248  1.8386950    0.1307089    0.0209729    0.0072378    0.5204992    1.5082379
1249  1.8411420    0.1307089    0.0030483    0.0004704    0.2327094    1.5081829
1250  1.8435930    0.1307089    0.0917688    0.0528908    0.8692069    1.5081281
1251  1.8460470    0.1307089    0.0933645    0.0660050    1.0661482    1.5080736
1252  1.8485050    0.1307089    0.0010955    0.0001107    0.1523396    1.5080194
1253  1.8509650    0.1307089    0.0000300    0.0000265    1.3357679    1.5079656
1254  1.8534290    0.1307089    0.0275110    0.0087289    0.4784408    1.5079120
1255  1.8558970    0.1307089    0.0669913    0.0432683    0.9738942    1.5078586
1256  1.8583670    0.1307089    0.0000166    0.0000161    1.4648784    1.5078056
1257  1.8608410    0.1307089    0.0337116    0.0149915    0.6704938    1.5077529
1258  1.8633180    0.1307089    0.0467436    0.0252691    0.8150478    1.5077005
1259  1.8657990    0.1307089    0.0387702    0.0199600    0.7761811    1.5076483
1260  1.8682820    0.1307089    0.0723071    0.0463870    0.9671647    1.5075964
1261  1.8707690    0.1307089    0.0744460    0.0495810    1.0040242    1.5075448
1262  1.8732600    0.1307089    0.0581547    0.0344047    0.8918439    1.5074935
1263  1.8757530    0.1307089    0.0476782    0.0255680    0.8083845    1.5074425
1264  1.8782500    0.1307089    0.0847702    0.0540614    0.9613238    1.5073918
1265  1.8807510    0.1307089    0.0942056    0.0667933    1.0687288    1.5073413
1266  1.8832540    0.1307089    0.0827388    0.0533040    0.9710629    1.5072911
1267  1.8857610    0.1307089    0.0910355    0.0631929    1.0462609    1.5072412
1268  1.8882710    0.1307089    0.0876026    0.0571362    0.9830203    1.5071916
1269  1.8907850    0.1307089    0.1072286    0.0557836    0.7840617    1.5071422
1270  1.8933020    0.1307089    0.0123068    0.0028334    0.3469740    1.5070931
1271  1.8958220    0.1307089    0.0363322    0.0162022    0.6720615    1.5070443
1272  1.8983460    0.1307089    0.0670222    0.0396358    0.8912124    1.5069958
1273  1.9008730    0.1307089    0.0125665    0.0032340    0.3878145    1.5069475
1274  1.9034030    0.1307089    0.0190613    0.0052465    0.4147662    1.5068995
1275  1.9059370    0.1307089    0.0075591    0.0018888    0.3765126    1.5068518
1276  1.9084740    0.1307089    0.0519316    0.0267977    0.7775408    1.5068043
1277  1.9110150    0.1307089    0.0298165    0.0097750    0.4939722    1.5067571
1278  1.9135590    0.1307089    0.0367863    0.0143671    0.5884533    1.5067101
1279  1.9161060    0.1307089    0.0016530    0.0001822    0.1660938    1.5066635
1280  1.9186570    0.1307089    0.0162307    0.0037371    0.3469007    1.5066171
1281  1.9212110    0.1307089    0.0000892    0.0000455    0.7686819    1.5065709
1282  1.9237680    0.1307089    0.0212738    0.0055717    0.3945676    1.5065250
1283  1.9263290    0.1307089    0.0033046    0.0004634    0.2112384    1.5064794
1284  1.9288940    0.1307089    0.0071682    0.0011883    0.2497214    1.5064340
1285  1.9314610    0.1307089    0.0004430    0.0000916    0.3114519    1.5063889
1286  1.9340320    0.1307089    0.0000121    0.0000120    1.4892071    1.5063441
1287  1.9366070    0.1307089    0.0000293    0.0000254    1.3057093    1.5062995
1288  1.9391850    0.1307089    0.0000464    0.0000385    1.2488977    1.5062552
1289  1.9417660    0.1307089    0.0000313    0.0000295    1.4234230    1.5062111
1290  1.9443510    0.1307089    0.0000042    0.0000041    1.4831499    1.5061672
1291  1.9469390    0.1307089    0.0000156    0.0000154    1.4853669    1.5061237
1292  1.9495310    0.1307089    0.0000134    0.0000132    1.4775843    1.5060803
1293  1.9521260    0.1307089    0.0000056    0.0000052    1.3872280    1.5060372
1294  1.9547250    0.1307089    0.0000000    0.0000000    1.4364604    1.5059944
1295  1.9573270    0.1307089    0.0002466    0.0000620    0.3787320    1.5059518
1296  1.9599330    0.1307089    0.0000124    0.0000121    1.4762868    1.5059095
1297  1.9625420    0.1307089    0.0000069    0.0000068    1.4857734    1.5058674
1298  1.9651540    0.1307089    0.0000010    0.0000009    1.3964481    1.5058255
1299  1.9677700    0.1307089    0.0000231    0.0000222    1.4469784    1.5057839
1300  1.9703900    0.1307089    0.0000072    0.0000071    1.4812224    1.5057426
1301  1.9730120    0.1307089    0.0000498    0.0000380    1.1470830    1.5057014
1302  1.9756390    0.1307089    0.0002037    0.0000577    0.4263143    1.5056606
1303  1.9782690    0.1307089    0.0000167    0.0000164    1.4751882    1.5056199
1304  1.9809020    0.1307089    0.0000298    0.0000285    1.4380556    1.5055795
1305  1.9835390    0.1307089    0.0000310    0.0000293    1.4220600    1.5055393
1306  1.9861800    0.1307089    0.0000163    0.0000160    1.4760653    1.5054994
1307  1.9888240    0.1307089    0.0001137    0.0000469    0.6209330    1.5054597
1308  1.9914710    0.1307089    0.0002196    0.0000560    0.3840971    1.5054202
1309  1.9941220    0.1307089    0.0000032    0.0000031    1.4802858    1.5053810
1310  1.9967770    0.1307089    0.0000293    0.0000267    1.3709372    1.5053420
1311  1.9994350    0.1307089    0.0010245    0.0001213    0.1782845    1.5053033
1312  2.0020960    0.1307089    0.0000357    0.0000305    1.2873379    1.5052647
1313  2.0047610    0.1307089    0.0000223    0.0000217    1.4650084    1.5052264
1314  2.0074300    0.1307089    0.0004431    0.0000746    0.2533752    1.5051883
1315  2.0101020    0.1307089    0.0005237    0.0000785    0.2256183    1.5051505
1316  2.0127780    0.1307089    0.0000136    0.0000133    1.4751210    1.5051129
1317  2.0154580    0.1307089    0.0000221    0.0000212    1.4464219    1.5050755
1318  2.0181410    0.1307089    0.0000069    0.0000067    1.4804078    1.5050383
1319  2.0208270    0.1307089    0.0000255    0.0000246    1.4493832    1.5050013
1320  2.0235170    0.1307089    0.0000539    0.0000357    0.9984062    1.5049646
1321  2.0262110    0.1307089    0.0001397    0.0000439    0.4730298    1.5049281
1322  2.0289080    0.1307089    0.0010852    0.0001242    0.1722593    1.5048918
1323  2.0316090    0.1307089    0.0030398    0.0003008    0.1489257    1.5048557
1324  2.0343130    0.1307089    0.0000540    0.0000343    0.9553139    1.5048199
1325  2.0370210    0.1307089    0.0000296    0.0000263    1.3369961    1.5047843
1326  2.0397330    0.1307089    0.0017541    0.0001773    0.1520840    1.5047489
1327  2.0424480    0.1307089    0.0000248    0.0000228    1.3821029    1.5047137
1328  2.0451670    0.1307089    0.0000053    0.0000052    1.4790503    1.5046787
1329  2.0478900    0.1307089    0.0014549    0.0001486    0.1537251    1.5046439
1330  2.0506160    0.1307089    0.0000133    0.0000130    1.4721294    1.5046093
1331  2.0533450    0.1307089    0.0008688    0.0000995    0.1722361    1.5045750
1332  2.0560790    0.1307089    0.0005981    0.0000784    0.1972474    1.5045409
1333  2.0588160    0.1307089    0.0007577    0.0000897    0.1781508    1.5045069
1334  2.0615570    0.1307089    0.0005643    0.0000754    0.2009966    1.5044732
1335  2.0643010    0.1307089    0.0000552    0.0000317    0.8640321    1.5044397
1336  2.0670490    0.1307089    0.0004472    0.0000663    0.2229123    1.5044064
1337  2.0698000    0.1307089    0.0002330    0.0000507    0.3273852    1.5043733
1338  2.0725560    0.1307089    0.0003381    0.0000579    0.2575911    1.5043404
1339  2.0753150    0.1307089    0.0002244    0.0000496    0.3321934    1.5043077
1340  2.0780770    0.1307089    0.0001752    0.0000456    0.3911963    1.5042752
1341  2.0808440    0.1307089    0.0001780    0.0000456    0.3851640    1.5042430
1342  2.0836140    0.1307089    0.0001316    0.0000417    0.4772591    1.5042109
1343  2.0863870    0.1307089    0.0000984    0.0000387    0.5912032    1.5041790
1344  2.0891650    0.1307089    0.0000985    0.0000385    0.5881943    1.5041473
1345  2.0919460    0.1307089    0.0000785    0.0000364    0.6970059    1.5041158
1346  2.0947300    0.1307089    0.0000642    0.0000346    0.8096730    1.5040846
1347  2.0975190    0.1307089    0.0000630    0.0000343    0.8183366    1.5040535
1348  2.1003110    0.1307089    0.0000561    0.0000332    0.8897202    1.5040226
1349  2.1031070    0.1307089    0.0000510    0.0000323    0.9521177    1.5039919
1350  2.1059060    0.1307089    0.0000491    0.0000318    0.9758595    1.5039614
1351  2.1087100    0.1307089    0.0000485    0.0000316    0.9802456    1.5039311
1352  2.1115170    0.1307089    0.0000484    0.0000314    0.9771601    1.5039009
1353  2.1143280    0.1307089    0.0000456    0.0000308    1.0162431    1.5038710
1354  2.1171420    0.1307089    0.0000497    0.0000314    0.9491255    1.5038413
1355  2.1199610    0.1307089    0.0000546    0.0000319    0.8780952    1.5038117
1356  2.1227830    0.1307089    0.0000613    0.0000327    0.8017951    1.5037824
1357  2.1256080    0.1307089    0.0000617    0.0000326    0.7942792    1.5037532
1358  2.1284380    0.1307089    0.0000733    0.0000338    0.6933332    1.5037242
1359  2.1312710    0.1307089    0.0000485    0.0000252    0.7799816    1.5036954
1360  2.1341080    0.1307089    0.0000876    0.0000344    0.5896366    1.5036668
1361  2.1369490    0.1307089    0.0000976    0.0000360    0.5540472    1.5036384
1362  2.1397940    0.1307089    0.0001615    0.0000411    0.3831102    1.5036101
1363  2.1426420    0.1307089    0.0001483    0.0000400    0.4057153    1.5035820
1364  2.1454950    0.1307089    0.0002069    0.0000445    0.3236220    1.5035541
1365  2.1483510    0.1307089    0.0002465    0.0000476    0.2906304    1.5035264
1366  2.1512110    0.1307089    0.0002123    0.0000449    0.3180987    1.5034989
1367  2.1540740    0.1307089    0.0002861    0.0000506    0.2659248    1.5034716
1368  2.1569420    0.1307089    0.0000817    0.0000329    0.6052321    1.5034444
1369  2.1598130    0.1307089    0.0002236    0.0000445    0.2994411    1.5034174
1370  2.1626880    0.1307089    0.0000016    0.0000015    1.4624455    1.5033906
1371  2.1655670    0.1307089    0.0000527    0.0000296    0.8438323    1.5033640
1372  2.1684500    0.1307089    0.0001551    0.0000392    0.3793870    1.5033375
1373  2.1713360    0.1307089    0.0000168    0.0000165    1.4746171    1.5033112
1374  2.1742270    0.1307089    0.0000022    0.0000021    1.4075515    1.5032851
1375  2.1771210    0.1307089    0.0000663    0.0000303    0.6865823    1.5032591
1376  2.1800190    0.1307089    0.0000317    0.0000248    1.1732204    1.5032334
1377  2.1829210    0.1307089    0.0000578    0.0000292    0.7587335    1.5032077
1378  2.1858270    0.1307089    0.0000345    0.0000241    1.0510336    1.5031823
1379  2.1887370    0.1307089    0.0000347    0.0000231    1.0016651    1.5031570
1380  2.1916500    0.1307089    0.0000825    0.0000316    0.5762276    1.5031319
1381  2.1945680    0.1307089    0.0000408    0.0000240    0.8847018    1.5031070
1382  2.1974890    0.1307089    0.0000121    0.0000118    1.4732015    1.5030822
1383  2.2004150    0.1307089    0.0000018    0.0000017    1.4865979    1.5030576
1384  2.2033440    0.1307089    0.0000055    0.0000055    1.4785125    1.5030332
1385  2.2062770    0.1307089    0.0000148    0.0000145    1.4738494    1.5030089
1386  2.2092140    0.1307089    0.0000406    0.0000257    0.9518135    1.5029848
1387  2.2121550    0.1307089    0.0000076    0.0000072    1.4234996    1.5029608
1388  2.2150990    0.1307089    0.0000233    0.0000210    1.3569636    1.5029370
1389  2.2180480    0.1307089    0.0000126    0.0000124    1.4745563    1.5029134
1390  2.2210010    0.1307089    0.0000068    0.0000067    1.4792936    1.5028899
1391  2.2239570    0.1307089    0.0000117    0.0000115    1.4768267    1.5028666
1392  2.2269180    0.1307089    0.0000100    0.0000098    1.4780922    1.5028434
1393  2.2298820    0.1307089    0.0000039    0.0000039    1.4815162    1.5028204
1394  2.2328500    0.1307089    0.0000058    0.0000057    1.4778995    1.5027976
1395  2.2358230    0.1307089    0.0000063    0.0000062    1.4797727    1.5027749
1396  2.2387990    0.1307089    0.0000017    0.0000016    1.4269373    1.5027524
1397  2.2417790    0.1307089    0.0000136    0.0000133    1.4747534    1.5027300
1398  2.2447640    0.1307089    0.0000000    0.0000000    1.4266992    1.5027078
1399  2.2477520    0.1307089    0.0000034    0.0000032    1.4410635    1.5026857
1400  2.2507440    0.1307089    0.0000118    0.0000116    1.4768319    1.5026637
1401  2.2537400    0.1307089    0.0000014    0.0000013    1.4323305    1.5026420
1402  2.2567400    0.1307089    0.0000027    0.0000026    1.4799936    1.5026203
1403  2.2597440    0.1307089    0.0000085    0.0000083    1.4765853    1.5025989
1404  2.2627520    0.1307089    0.0000096    0.0000095    1.4776895    1.5025775
1405  2.2657650    0.1307089    0.0000001    0.0000001    1.4200143    1.5025563
1406  2.2687810    0.1307089    0.0000036    0.0000035    1.4793957    1.5025353
1407  2.2718010    0.1307089    0.0000052    0.0000051    1.4779425    1.5025144
1408  2.2748250    0.1307089    0.0000000    0.0000000    1.4242229    1.5024937
1409  2.2778530    0.1307089    0.0000015    0.0000015    1.4825930    1.5024731
1410  2.2808850    0.1307089    0.0000025    0.0000025    1.4807855    1.5024526
1411  2.2839220    0.1307089    0.0000023    0.0000023    1.4793120    1.5024323
1412  2.2869620    0.1307089    0.0000001    0.0000001    1.4155014    1.5024121
1413  2.2900060    0.1307089    0.0000006    0.0000006    1.4817436    1.5023921
1414  2.2930550    0.1307089    0.0000075    0.0000074    1.4787134    1.5023722
1415  2.2961070    0.1307089    0.0000006    0.0000005    1.4535821    1.5023524
1416  2.2991640    0.1307089    0.0000035    0.0000034    1.4786312    1.5023328
1417  2.3022240    0.1307089    0.0000041    0.0000040    1.4795349    1.5023133
1418  2.3052890    0.1307089    0.0000069    0.0000068    1.4795447    1.5022940
1419  2.3083580    0.1307089    0.0000015    0.0000015    1.4793273    1.5022748
1420  2.3114310    0.1307089    0.0000079    0.0000077    1.4769830    1.5022557
1421  2.3145080    0.1307089    0.0000021    0.0000021    1.4860599    1.5022367
1422  2.3175890    0.1307089    0.0000028    0.0000028    1.4872235    1.5022179
1423  2.3206740    0.1307089    0.0000000    0.0000000    1.4165690    1.5021993
1424  2.3237630    0.1307089    0.0000000    0.0000000    1.4176343    1.5021807
1425  2.3268560    0.1307089    0.0000088    0.0000087    1.4788044    1.5021623
