Wave   A_eff    LL_mode_BEF  Low_Res_BEF Low_Res_St_BEF Med_Res_BEF Med_Res_St_BEF
1300   52808.     6.96e-22     1.39e-20     4.18e-20     1.25e-19     2.09e-19
1310   49060.     7.38e-22     1.48e-20     4.43e-20     1.33e-19     2.21e-19
1320   45963.     7.76e-22     1.55e-20     4.65e-20     1.40e-19     2.33e-19
1330   43408.     8.09e-22     1.62e-20     4.85e-20     1.46e-19     2.43e-19
1340   41179.     8.40e-22     1.68e-20     5.04e-20     1.51e-19     2.52e-19
1350   39208.     8.69e-22     1.74e-20     5.22e-20     1.56e-19     2.61e-19
1360   37470.     8.96e-22     1.79e-20     5.38e-20     1.61e-19     2.69e-19
1370   35948.     9.21e-22     1.84e-20     5.52e-20     1.66e-19     2.76e-19
1380   34400.     9.48e-22     1.90e-20     5.69e-20     1.71e-19     2.84e-19
1390   32803.     9.80e-22     1.96e-20     5.88e-20     1.76e-19     2.94e-19
1400   31164.     1.02e-21     2.03e-20     6.10e-20     1.83e-19     3.05e-19
1410   29760.     1.05e-21     2.10e-20     6.30e-20     1.89e-19     3.15e-19
1420   28615.     1.08e-21     2.15e-20     6.46e-20     1.94e-19     3.23e-19
1430   27705.     1.10e-21     2.19e-20     6.58e-20     1.97e-19     3.29e-19
1440   26828.     1.12e-21     2.23e-20     6.70e-20     2.01e-19     3.35e-19
1450   25961.     1.14e-21     2.28e-20     6.83e-20     2.05e-19     3.41e-19
1460   25348.     1.15e-21     2.30e-20     6.90e-20     2.07e-19     3.45e-19
1470   24975.     1.15e-21     2.30e-20     6.91e-20     2.07e-19     3.45e-19
1480   24834.     1.14e-21     2.28e-20     6.85e-20     2.06e-19     3.43e-19
1490   24685.     1.13e-21     2.27e-20     6.80e-20     2.04e-19     3.40e-19
1500   24525.     1.13e-21     2.25e-20     6.75e-20     2.03e-19     3.38e-19
1510   24352.     1.12e-21     2.24e-20     6.71e-20     2.01e-19     3.36e-19
1520   24165.     1.11e-21     2.23e-20     6.68e-20     2.00e-19     3.34e-19
1530   23920.     1.11e-21     2.22e-20     6.66e-20     2.00e-19     3.33e-19
1540   23576.     1.11e-21     2.22e-20     6.67e-20     2.00e-19     3.33e-19
1550   23137.     1.12e-21     2.24e-20     6.71e-20     2.01e-19     3.35e-19
1560   22650.     1.13e-21     2.25e-20     6.76e-20     2.03e-19     3.38e-19
1570   22162.     1.14e-21     2.27e-20     6.82e-20     2.05e-19     3.41e-19
1580   21673.     1.15e-21     2.30e-20     6.89e-20     2.07e-19     3.44e-19
1590   21110.     1.16e-21     2.33e-20     6.98e-20     2.10e-19     3.49e-19
1600   20460.     1.19e-21     2.37e-20     7.12e-20     2.13e-19     3.56e-19
1610   19729.     1.21e-21     2.43e-20     7.29e-20     2.19e-19     3.64e-19
1620   18990.     1.25e-21     2.49e-20     7.48e-20     2.24e-19     3.74e-19
1630   18324.     1.28e-21     2.55e-20     7.66e-20     2.30e-19     3.83e-19
1640   17753.     1.30e-21     2.60e-20     7.81e-20     2.34e-19     3.90e-19
1650   17276.     1.32e-21     2.64e-20     7.92e-20     2.38e-19     3.96e-19
1660   16831.     1.34e-21     2.68e-20     8.04e-20     2.41e-19     4.02e-19
1670   16391.     1.36e-21     2.72e-20     8.15e-20     2.45e-19     4.08e-19
1680   15956.     1.38e-21     2.76e-20     8.28e-20     2.48e-19     4.14e-19
1690   15639.     1.39e-21     2.78e-20     8.34e-20     2.50e-19     4.17e-19
1700   15442.     1.39e-21     2.78e-20     8.35e-20     2.51e-19     4.18e-19
1710   15353.     1.38e-21     2.77e-20     8.30e-20     2.49e-19     4.15e-19
1720   15260.     1.38e-21     2.75e-20     8.26e-20     2.48e-19     4.13e-19
1730   15148.     1.37e-21     2.74e-20     8.22e-20     2.47e-19     4.11e-19
1740   15002.     1.37e-21     2.74e-20     8.21e-20     2.46e-19     4.10e-19
1750   14752.     1.38e-21     2.75e-20     8.25e-20     2.48e-19     4.13e-19
1760   14385.     1.39e-21     2.79e-20     8.36e-20     2.51e-19     4.18e-19
1770   13908.     1.43e-21     2.85e-20     8.55e-20     2.57e-19     4.28e-19
1780   13389.     1.46e-21     2.93e-20     8.79e-20     2.64e-19     4.39e-19
1790   12723.     1.52e-21     3.05e-20     9.14e-20     2.74e-19     4.57e-19
1800   11822.     1.62e-21     3.24e-20     9.73e-20     2.92e-19     4.87e-19
1810   10714.     1.77e-21     3.54e-20     1.06e-19     3.19e-19     5.31e-19
1820    9521.     1.97e-21     3.94e-20     1.18e-19     3.55e-19     5.91e-19
1830    8416.     2.20e-21     4.41e-20     1.32e-19     3.97e-19     6.61e-19
1840    7427.     2.47e-21     4.94e-20     1.48e-19     4.45e-19     7.41e-19
1850    6558.     2.77e-21     5.54e-20     1.66e-19     4.98e-19     8.30e-19
1860    5735.     3.13e-21     6.26e-20     1.88e-19     5.64e-19     9.39e-19
1870    4939.     3.60e-21     7.19e-20     2.16e-19     6.47e-19     1.08e-18
1880    4169.     4.22e-21     8.43e-20     2.53e-19     7.59e-19     1.26e-18
1890    3425.     5.08e-21     1.02e-19     3.05e-19     9.14e-19     1.52e-18
1900    2910.     5.91e-21     1.18e-19     3.55e-19     1.06e-18     1.77e-18
1910    2634.     6.46e-21     1.29e-19     3.88e-19     1.16e-18     1.94e-18
1920    2586.     6.52e-21     1.30e-19     3.91e-19     1.17e-18     1.96e-18
1930    2559.     6.52e-21     1.30e-19     3.91e-19     1.17e-18     1.95e-18
1940    2533.     6.52e-21     1.30e-19     3.91e-19     1.17e-18     1.95e-18
1950    2507.     6.52e-21     1.30e-19     3.91e-19     1.17e-18     1.96e-18
1960    2480.     6.52e-21     1.30e-19     3.91e-19     1.17e-18     1.96e-18
1970    2449.     6.54e-21     1.31e-19     3.92e-19     1.18e-18     1.96e-18
1980    2413.     6.57e-21     1.31e-19     3.94e-19     1.18e-18     1.97e-18
1990    2375.     6.60e-21     1.32e-19     3.96e-19     1.19e-18     1.98e-18
