# cat cat_m83_master_may_21_2014.txt | awk '{print $1, $2, $3, $4, $12, $26, $29}' > cat_m83_master_may_21_2014.reduced.txt
 x   y     ra           dec       mv   mass  age 
3010 6509 204.2623132 -29.8151338 -6.024 8.06 4877.4
3010 6509 204.2623082 -29.8151327 -6.039 8.06 4945.2
3021 4563 204.2621635 -29.8365343 -5.309 8.86 15976.3
3034 4468 204.2620062 -29.8375782 -4.949 8.46 2819.1
3036 6257 204.2619834 -29.8179003 -6.693 6.62 938.3
3038 4526 204.2619479 -29.836938 -6.357 8.66 14162.5
3039 7355 204.2619373 -29.805819 -4.737 8.56 2698.
3050 6800 204.2617962 -29.8119306 -5.069 8.31 9949.1
3050 6800 204.2617962 -29.8119306 -5.069 8.31 9949.1
3051 5512 204.2617851 -29.8260986 -5.099 8.06 1961.8
3052 5302 204.2617735 -29.8284053 -7.056 6.64 1720.1
3057 4553 204.2617108 -29.8366487 -4.276 8.86 5172.7
3059 5048 204.2616807 -29.8311993 -3.839 9.06 4299.9
3073 5548 204.2615138 -29.8257048 -5.477 8.06 4715.7
3088 7270 204.2613136 -29.8067551 -6.525 8.51 12971.9
3089 5682 204.2613034 -29.8242242 -7.932 7.49 14292.3
3090 5726 204.2612882 -29.8237391 -7.544 7.7 12683.5
3092 6387 204.2612735 -29.8164758 -4.553 8.06 1898.6
3113 5520 204.2610002 -29.8260128 -5.349 8.46 5797.4
3114 5918 204.2609841 -29.8216249 -6.367 7.68 6308.5
3119 5347 204.2609303 -29.8279103 -8.126 6.4 2949.8
3124 5342 204.2608606 -29.8279653 -8.224 6.68 3649.9
3124 5798 204.2608597 -29.8229482 -6.367 7.49 3803.1
3146 6222 204.2605888 -29.8182863 -6.94 7.58 14542.4
3157 5826 204.2604489 -29.8226379 -5.243 8.06 2671.9
3161 6998 204.2603904 -29.8097547 -5.441 7.86 2172.9
3162 4761 204.2603845 -29.8343606 -4.909 8.46 2717.1
3164 5241 204.2603571 -29.8290762 -5.333 8.76 6586.5
3170 6516 204.2602847 -29.8150512 -5.458 8.66 6187.8
3200 5843 204.2598961 -29.8224564 -6.17 7.91 7144.9
3201 5123 204.2598904 -29.8303742 -5.806 6.36 935.
3202 4436 204.2598719 -29.8379312 -4.208 8.06 863.5
3208 5573 204.2597982 -29.8254286 -5.862 8.81 11834.7
3210 5748 204.2597743 -29.8235036 -4.794 8.91 5437.
3210 6777 204.259769 -29.8121857 -5.568 8.76 8673.1
3228 4728 204.2595451 -29.834717 -4.833 8.41 4006.6
3244 6442 204.2593363 -29.8158674 -7.225 8.16 15622.5
3245 5910 204.2593269 -29.8217172 -4.802 8.81 4458.2
3266 5320 204.25906 -29.8282049 -5.228 7.86 1785.9
3270 5913 204.2590125 -29.8216841 -6.405 7.51 4502.9
3286 4712 204.2588108 -29.8348907 -4.996 8.41 2743.5
3290 4428 204.2587497 -29.8380202 -6.498 8.91 26119.4
3296 4528 204.2586788 -29.8369191 -4.696 8.06 2296.9
3307 4718 204.258542 -29.834828 -5.561 8.91 18700.
3315 6098 204.2584459 -29.8196447 -7.864 7.86 20241.6
3315 6049 204.2584383 -29.8201837 -7.678 7.86 17054.7
3320 5100 204.2583801 -29.8306271 -4.656 8.76 3530.6
3330 4713 204.2582516 -29.8348797 -4.662 8.71 3243.8
3336 5943 204.2581732 -29.8213541 -6.394 7.86 5226.9
3343 6101 204.2580821 -29.8196139 -8.797 7.72 46231.2
3368 6000 204.2577675 -29.8207314 -8.181 7.91 48296.6
3370 6012 204.2577371 -29.820595 -6.396 7.65 5956.4
3378 6381 204.257645 -29.816536 -4.95 8.81 9751.6
3381 5211 204.257603 -29.8294093 -6.343 8.21 7357.8
3390 5921 204.2574885 -29.8215938 -6.601 7.58 12693.9
3393 7339 204.2574522 -29.8060035 -4.547 9.06 8753.4
3399 5494 204.25737 -29.8262985 -5.157 8.31 2792.7
3404 4429 204.2573091 -29.838008 -4.932 8.06 3027.4
3429 5002 204.2569941 -29.8317105 -5.957 7.91 7877.6
3429 5398 204.2569908 -29.8273446 -5.032 8.61 3841.9
3431 7355 204.2569718 -29.805822 -4.287 9.01 4405.2
3444 6783 204.2568011 -29.8121096 -7.091 7.81 17890.
3458 6042 204.2566315 -29.820266 -6.674 7.86 12174.3
3475 7894 204.2564084 -29.7998962 -5.721 8.51 6185.9
3481 5861 204.2563384 -29.8222515 -4.888 8.61 4256.2
3526 4948 204.2557665 -29.8323033 -7.506 8.51 32018.8
3538 5605 204.2556077 -29.8250718 -5.228 8.36 3180.4
3547 5399 204.2554933 -29.8273356 -5.699 8.76 9226.8
3572 5389 204.2551814 -29.8274533 -6.559 8.01 8467.1
3581 4769 204.2550651 -29.8342678 -4.982 8.81 6656.4
3586 6854 204.2550074 -29.8113372 -4.586 9.06 6763.6
3589 4917 204.2549638 -29.8326354 -4.738 8.81 4457.4
3603 6567 204.2547876 -29.8144953 -6.996 8.21 13426.1
3609 6732 204.2547168 -29.8126759 -6.971 8.66 24931.
3617 7751 204.2546119 -29.8014669 -4.748 8.36 2044.
3624 7259 204.2545262 -29.8068766 -4.584 9.78 25597.2
3626 4640 204.2544968 -29.8356922 -6.775 7.65 10682.3
3626 6573 204.254496 -29.8144281 -5.91 8.51 7362.1
3627 4582 204.2544776 -29.8363269 -6.269 8.76 18604.3
3630 7555 204.2544506 -29.8036272 -7.676 7.86 34457.6
3647 6045 204.2542314 -29.8202284 -6.83 7.22 8583.1
3658 7634 204.2540984 -29.8027527 -6.055 8.66 10723.6
3661 4542 204.2540566 -29.8367636 -4.325 9.06 5981.6
3661 4470 204.2540451 -29.8375556 -4.866 8.66 3587.1
3670 5461 204.2539389 -29.826659 -4.834 8.36 2212.5
3712 6172 204.2534063 -29.8188302 -6.933 7.96 11303.3
3714 6268 204.253376 -29.8177764 -5.612 9.21 28822.8
3720 5130 204.253298 -29.8302977 -5.374 8.86 8379.9
3736 4666 204.2531045 -29.8354017 -5.121 9.06 9843.2
3751 7414 204.2529152 -29.805177 -5.413 7.96 5642.1
3752 4378 204.2528973 -29.8385685 -5.785 8.71 9125.6
3753 5459 204.2528877 -29.8266742 -5.16 8.21 7558.4
3757 6495 204.252835 -29.8152826 -5.554 8.06 6038.2
3760 6066 204.2528026 -29.8199994 -5.097 8.56 3758.7
3769 5485 204.2526887 -29.8263926 -5.954 8.06 7760.
3778 6271 204.2525646 -29.8177488 -6.454 8.71 16898.9
3802 5856 204.2522659 -29.8223116 -7.653 6.64 1756.6
3803 5337 204.2522561 -29.8280239 -5.863 8.56 7610.9
3809 7827 204.2521858 -29.8006339 -3.581 9.06 2383.1
3810 7320 204.2521684 -29.8062076 -7.003 8.06 22935.3
3830 5200 204.2519097 -29.8295253 -5.005 8.31 2427.9
3832 6260 204.2518913 -29.8178664 -5.298 8.36 3392.3
3841 5410 204.2517706 -29.8272175 -5.518 8.26 5849.5
3849 5204 204.2516649 -29.8294791 -4.859 8.46 2594.8
3861 6931 204.2515249 -29.8104821 -6.498 6.62 881.8
3861 5951 204.2515129 -29.8212621 -5.537 8.06 5944.3
3883 4381 204.2512335 -29.8385331 -5.721 6.16 1210.9
3888 7726 204.2511842 -29.8017458 -3.874 8.86 2104.9
3900 4944 204.2510216 -29.8323423 -5.516 8.06 4098.1
3906 6058 204.2509489 -29.8200916 -5.701 7.96 7801.3
3910 7625 204.2509 -29.8028535 -5.336 8.56 4684.2
3918 7672 204.2508 -29.8023321 -7.022 8.21 19564.5
3920 5077 204.2507708 -29.8308782 -5.244 8.46 3699.2
3920 4834 204.2507665 -29.8335523 -4.856 8.36 2257.8
3944 5225 204.2504693 -29.8292512 -5.82 8.46 6288.
3947 7156 204.2504275 -29.8080069 -5.547 8.71 7329.3
3957 7221 204.2503009 -29.8072996 -5.481 8.56 5353.5
3962 7576 204.250242 -29.8033869 -4.836 8.96 14227.6
3962 6306 204.2502369 -29.8173646 -5.946 8.46 7061.7
3968 7304 204.2501679 -29.8063811 -8.323 7.96 34091.4
3969 4812 204.2501425 -29.8337986 -4.761 8.06 1437.
3971 6176 204.2501225 -29.8187957 -5.067 8.51 3386.9
3971 6176 204.2501225 -29.8187957 -5.067 8.51 3386.9
3989 5661 204.2498996 -29.8244552 -5.915 8.56 7984.3
3989 5734 204.2498934 -29.8236522 -5.429 7.81 2028.1
3990 6288 204.2498869 -29.8175637 -5.688 8.51 6000.7
3993 7841 204.2498521 -29.800473 -4.431 8.56 2035.3
3993 5419 204.2498458 -29.8271139 -6.99 7.86 9049.9
3997 5188 204.2497895 -29.8296559 -6.052 8.36 6793.4
3999 6816 204.2497651 -29.8117534 -8.659 6.64 9524.5
4019 5201 204.2495106 -29.8295107 -5.698 8.31 7355.
4026 5373 204.2494222 -29.8276264 -5.751 8.36 5148.6
4028 6381 204.2494015 -29.8165318 -5.733 8.51 6254.7
4044 6945 204.2492024 -29.81033 -5.058 5.9 1065.9
4052 5270 204.2490999 -29.8287604 -5.736 8.66 7993.5
4062 7380 204.2489752 -29.8055493 -5.461 8.56 5255.8
4062 7684 204.2489733 -29.8021987 -6.881 8.06 10126.6
4063 7387 204.24896 -29.8054668 -4.99 8.06 3193.5
4068 5877 204.2488971 -29.8220746 -4.594 8.71 3046.9
4084 6592 204.2486857 -29.814214 -7.187 7.91 14411.7
4091 6190 204.2486011 -29.8186415 -5.948 8.46 7074.7
4116 5420 204.2482786 -29.8271037 -6.366 8.41 9689.5
4119 6175 204.2482524 -29.8188042 -4.941 8.61 5653.3
4120 6626 204.2482408 -29.8138454 -6.534 7.86 5946.3
4121 7548 204.2482226 -29.8036946 -5.045 8.31 3379.3
4125 6935 204.2481679 -29.8104409 -5.63 8.86 10608.1
4153 5772 204.2478204 -29.8232327 -5.885 8.41 6221.6
4169 6292 204.2476074 -29.8175094 -5.475 8.66 6285.5
4234 6348 204.2467897 -29.8168955 -6.89 8.01 18377.9
4247 6270 204.2466247 -29.8177535 -6.138 7.91 6168.2
4247 6748 204.2466208 -29.812501 -6.307 8.81 17830.2
4276 7874 204.246256 -29.8001149 -4.58 8.71 9186.3
4284 7487 204.2461637 -29.8043653 -4.426 8.96 9196.3
4293 7935 204.2460495 -29.7994417 -5.116 9.06 11686.8
4310 7240 204.2458272 -29.8070844 -5.465 7.24 4019.
4384 7407 204.244892 -29.8052484 -5.355 8.71 6141.3
4387 7166 204.2448483 -29.8078949 -5.325 8.06 2415.8
4396 7738 204.2447357 -29.8016051 -6.946 6.4 2865.1
4401 7329 204.2446738 -29.8061074 -6.115 6.24 1225.3
4418 7736 204.2444632 -29.8016315 -6.845 6.62 2316.9
4491 7819 204.2435317 -29.8007128 -4.507 9.06 8436.8
607 1243 204.3093349 -29.9213911 -5.115 8.01 3004.3
677 1377 204.308446 -29.9199228 -5.97 8.41 6728.2
771 2048 204.3072509 -29.9125365 -4.427 8.26 3854.1
796 1413 204.3069293 -29.9195216 -4.594 8.06 1232.1
848 2485 204.3062661 -29.9077297 -4.854 8.91 5746.
851 1906 204.3062298 -29.9140988 -4.635 8.06 1279.6
863 2054 204.3060834 -29.9124708 -5.257 9.06 13307.5
866 1359 204.306041 -29.9201158 -4.312 8.91 6277.2
869 2002 204.3060074 -29.9130428 -5.152 8.36 3537.1
873 2362 204.3059492 -29.9090883 -4.973 9.01 14913.1
877 1958 204.305906 -29.9135268 -5.291 8.61 4876.9
884 2062 204.3058105 -29.9123828 -4.785 7.53 2380.6
905 1762 204.3055512 -29.9156884 -4.478 8.96 5360.6
910 1219 204.305483 -29.9216614 -4.119 9.16 4856.
923 2868 204.3053132 -29.9035224 -5.111 8.06 2661.1
934 1574 204.3051837 -29.917751 -4.82 8.11 2285.4
945 1541 204.3050442 -29.9181195 -4.951 8.06 1711.8
954 1442 204.3049303 -29.919203 -4.207 8.51 1533.9
973 1489 204.3046827 -29.9186861 -4.914 7.65 4130.7
978 3124 204.3046209 -29.9007066 -5.359 9.36 23618.6
987 2246 204.3045029 -29.9103591 -5.652 7.81 3150.4
988 2265 204.3044965 -29.9101556 -3.98 8.71 1730.8
1026 2401 204.3040075 -29.9086597 -5.7 8.61 7108.
1027 1870 204.3039963 -29.9145007 -6.91 8.56 19963.5
1046 1354 204.3037629 -29.9201767 -5.44 8.46 4431.1
1070 3053 204.3034474 -29.9014823 -1.623 -999. -999.
1112 3646 204.3029192 -29.8949594 -5.444 8.21 3214.8
1112 3201 204.3029141 -29.8998599 -5.644 8.86 10745.7
1118 3951 204.302836 -29.8916099 -4.699 8.71 3356.3
1132 1258 204.3026654 -29.9212329 -5.036 8.76 7559.5
1135 1634 204.3026301 -29.9170892 -5.902 6.36 601.9
1139 1537 204.3025758 -29.9181585 -6.197 8.41 8292.8
1145 1989 204.3025048 -29.913192 -5.967 7.91 4685.1
1153 1600 204.3024043 -29.917471 -4.391 8.01 2467.7
1153 1600 204.3023954 -29.917471 -4.383 8.01 2449.6
1161 2863 204.3022995 -29.9035725 -2.589 10.24 43400.1
1161 3985 204.3022903 -29.8912305 -4.454 8.66 4684.5
1165 3886 204.3022398 -29.892325 -5.686 7.91 4852.
1171 2957 204.3021724 -29.902544 -7.264 8.51 25621.5
1195 2225 204.3018633 -29.9105961 -5.313 8.61 4976.7
1199 3217 204.3018164 -29.8996841 -4.462 8.36 1570.7
1206 4450 204.3017245 -29.8861156 -4.58 7.96 1455.6
1229 2826 204.3014304 -29.9039797 -5.844 8.81 12344.6
1234 1861 204.3013693 -29.9145947 -5.714 8.36 6294.6
1260 1615 204.3010463 -29.9173062 -5.103 8.06 1969.1
1264 3374 204.3009913 -29.8979517 -5.097 8.76 5299.7
1285 2910 204.3007196 -29.9030558 -3.904 7.65 1832.6
1290 3301 204.3006615 -29.8987603 -4.862 6.3 544.4
1291 3080 204.300643 -29.9011913 -4.178 8.71 2077.1
1297 3860 204.3005714 -29.8926113 -4.589 8.56 2354.2
1309 1838 204.3004239 -29.9148533 -4.474 8.66 10862.7
1322 2045 204.3002521 -29.9125709 -7.301 8.56 28617.9
1324 1615 204.3002341 -29.9173064 -4.523 8.06 1154.2
1331 1423 204.3001457 -29.9194129 -7.598 7.86 15843.3
1340 4494 204.300018 -29.8856319 -6.171 7.6 6512.4
1340 4282 204.3000185 -29.8879639 -4.956 7.91 2954.5
1340 1675 204.3000245 -29.9166464 -4.606 8.81 3721.8
1341 2093 204.3000172 -29.9120484 -4.857 8.51 2791.3
1346 2002 204.299954 -29.9130494 -5.117 9.16 10825.2
1350 2864 204.2998949 -29.9035674 -5.531 8.71 7222.
1358 1900 204.2997956 -29.9141714 -4.632 8.76 14149.2
1363 2667 204.2997304 -29.9057344 -4.078 7.38 365.7
1365 2495 204.2997117 -29.9076264 -4.214 9.16 4712.3
1378 3793 204.2995438 -29.8933485 -4.301 8.96 7728.4
1394 1750 204.2993454 -29.915816 -5.424 8.76 7162.3
1394 1679 204.2993392 -29.9166025 -4.27 8.86 4850.6
1395 1141 204.2993341 -29.9225205 -5.784 8.61 18541.5
1408 1875 204.2991674 -29.9144465 -4.901 8.06 2193.1
1414 1799 204.2990851 -29.915277 -5.099 8.01 1962.
1415 2465 204.2990773 -29.9079565 -6.2 7.86 4371.7
1441 2068 204.2987419 -29.9123214 -4.522 9.06 5669.4
1446 2791 204.2986832 -29.9043706 -4.95 8.16 5219.
1453 1382 204.2985974 -29.9198641 -5.158 8.46 3417.5
1460 3995 204.2985029 -29.8911211 -5.878 8.76 10880.6
1461 1792 204.298495 -29.9153596 -6.925 7.86 8524.
1470 3235 204.2983777 -29.8994866 -6.455 6.62 898.9
1472 2680 204.2983535 -29.9055861 -6.058 8.61 9884.3
1475 3154 204.2983074 -29.9003725 -4.925 8.81 10106.4
1500 2477 204.2979916 -29.9078195 -4.864 8.76 7256.6
1503 2256 204.297954 -29.9102505 -4.659 8.36 1883.2
1517 3121 204.2977809 -29.9007301 -5.549 6.4 494.5
1517 2337 204.2977762 -29.9093541 -4.858 9.06 9215.
1518 1235 204.2977721 -29.9214816 -5.059 7.96 3035.6
1518 1093 204.2977724 -29.9230381 -5.09 7.81 1669.3
1525 4200 204.2976708 -29.8888611 -5.248 8.86 11258.4
1528 4179 204.2976328 -29.8890976 -5.964 7.86 3517.6
1530 4352 204.2976071 -29.8871946 -6.568 8.61 15810.5
1536 1406 204.2975433 -29.9195951 -5.246 9.06 15712.9
1544 2192 204.2974408 -29.9109598 -1.406 10.24 14597.9
1544 4315 204.2974295 -29.8875961 -6.566 8.31 10842.8
1552 2111 204.2973325 -29.9118401 -4.441 9.06 5261.8
1559 1801 204.2972443 -29.9152501 -6.131 7.16 6644.9
1581 1975 204.2969711 -29.9133417 -4.336 8.76 2629.4
1585 3958 204.2969164 -29.8915232 -5.283 8.46 8231.3
1604 3144 204.2966706 -29.9004827 -5.514 6.52 487.
1615 4506 204.2965353 -29.8855004 -4.605 8.36 2549.2
1621 2298 204.2964565 -29.9097887 -3.874 9.21 4087.1
1628 2374 204.2963745 -29.9089552 -4.778 8.86 5132.8
1650 4848 204.29609 -29.8817333 -4.992 8.36 2559.1
1667 3259 204.2958773 -29.8992123 -4.251 8.66 3885.6
1676 1580 204.2957662 -29.9176813 -7.099 8.81 59172.1
1683 4981 204.2956711 -29.8802703 -4.102 9.01 3503.1
1686 2756 204.2956308 -29.9047508 -7.062 8.06 12687.7
1707 2789 204.2953706 -29.9043879 -8.289 7.54 57453.
1710 3193 204.2953318 -29.8999384 -4.978 9.06 14642.6
1714 1318 204.2952844 -29.9205634 -7.707 8.51 38530.5
1714 3025 204.295275 -29.9017919 -4.623 9.06 7421.6
1722 2740 204.2951803 -29.9049214 -6.162 6.64 596.9
1743 4535 204.2949043 -29.8851764 -5.25 7.91 2282.4
1747 3168 204.2948623 -29.9002134 -4.626 7.86 3736.7
1749 2597 204.2948316 -29.9064999 -5.694 6.9 1880.8
1755 3683 204.2947599 -29.8945484 -5.441 7.91 2281.6
1755 2993 204.2947548 -29.9021384 -5.032 9.97 243557.2
1756 4765 204.2947454 -29.8826464 -4.348 8.91 11011.4
1759 2731 204.2947108 -29.9050205 -5.059 7.68 1495.
1772 4644 204.2945426 -29.8839775 -7.343 7.86 15846.2
1772 2112 204.2945406 -29.911835 -4.06 8.96 3058.1
1778 2854 204.2944695 -29.9036675 -4.302 8.96 3821.7
1789 3903 204.2943282 -29.8921285 -4.547 8.76 8176.6
1811 1862 204.2940524 -29.914585 -4.311 8.71 2489.9
1815 4169 204.2939915 -29.889208 -5.406 8.36 12136.3
1828 2417 204.2938358 -29.9084746 -3.921 8.41 2320.5
1840 2192 204.2936775 -29.9109496 -4.994 9.16 10250.7
1848 4534 204.2935729 -29.8851928 -5.348 8.31 4212.1
1851 1167 204.2935396 -29.9222246 -4.773 8.36 2091.6
1854 2672 204.2934991 -29.9056751 -4.763 8.81 18687.7
1855 3170 204.2934919 -29.9001916 -3.94 8.61 2120.2
1864 1868 204.2933798 -29.9145191 -4.149 9.48 9982.4
1866 1252 204.2933491 -29.9212896 -6.386 8.56 12320.7
1870 2304 204.293303 -29.9097231 -6.093 7.76 5657.
1872 3351 204.2932696 -29.8982061 -4.353 8.81 2948.2
1875 3951 204.2932306 -29.8916061 -4.436 8.96 4585.3
1878 4037 204.2931924 -29.8906601 -4.515 7.86 926.1
1884 3390 204.2931173 -29.8977716 -5.108 8.31 8646.1
1898 1554 204.2929431 -29.9179728 -4.844 8.81 4914.5
1898 5005 204.2929378 -29.8800173 -5.531 8.06 2920.5
1903 3955 204.2928823 -29.8915618 -5.407 8.96 13376.2
1921 1093 204.2926582 -29.9230494 -4.676 8.36 1912.9
1942 2217 204.2923837 -29.9106854 -6.181 6.9 3123.6
1947 3725 204.2923244 -29.8940919 -4.297 10.24 209262.
1949 4160 204.292292 -29.8893124 -5.143 9.26 16899.8
1953 1339 204.2922517 -29.9203434 -5.431 8.61 5548.1
1963 3857 204.2921148 -29.8926454 -4.741 8.36 2030.9
1971 2471 204.2920217 -29.9078914 -6.87 8.81 29947.2
1978 5025 204.2919228 -29.8797919 -5.566 8.06 3597.7
1979 2470 204.2919201 -29.9079024 -6.265 8.06 7703.1
2006 4910 204.2915716 -29.8810603 -5.666 8.01 5612.8
2019 1438 204.291414 -29.919249 -4.994 8.71 4404.1
2022 1134 204.2913763 -29.9225985 -4.04 8.46 1220.4
2028 4448 204.2912956 -29.8861445 -4.735 8.71 4138.3
2036 3938 204.2911885 -29.891749 -4.766 8.51 2566.9
2041 1279 204.291135 -29.9210035 -5.598 7.68 5591.4
2041 1604 204.2911282 -29.9174285 -4.427 8.86 3503.
2053 1499 204.2909824 -29.918578 -4.558 8.81 4247.3
2066 1405 204.2908112 -29.919612 -5.202 7.96 3672.5
2072 2437 204.2907337 -29.9082655 -5.181 8.96 8587.2
2090 4876 204.2905085 -29.8814366 -5.949 8.46 7081.3
2090 2314 204.2905118 -29.9096186 -5.155 8.36 6383.3
2092 3437 204.2904786 -29.8972656 -5.09 8.81 5812.4
2108 3662 204.2902753 -29.8947851 -5.373 8.36 5171.4
2136 5028 204.2899184 -29.8797591 -5.84 8.31 5238.7
2136 3082 204.2899207 -29.9011706 -6.263 8.06 6836.3
2156 2813 204.2896736 -29.9041241 -4.286 8.16 3002.7
2157 1140 204.2896629 -29.9225326 -4.358 8.76 4293.5
2162 3160 204.2895907 -29.9003126 -5.712 7.91 3928.6
2162 4614 204.289589 -29.8843186 -4.978 8.71 4339.7
2171 3175 204.2894829 -29.9001421 -5.358 8.71 6158.3
2180 4869 204.2893667 -29.8815081 -5.428 8.86 9905.5
2181 1548 204.2893515 -29.9180392 -5.086 8.51 3446.7
2183 4988 204.2893222 -29.8801992 -5.612 7.08 3474.1
2183 2941 204.2893245 -29.9027162 -3.639 6.9 510.
2193 3293 204.2891972 -29.8988442 -4.99 8.66 4796.2
2207 4121 204.289025 -29.8897362 -6.094 8.36 14293.2
2274 3607 204.2881755 -29.8953902 -4.428 8.06 1057.5
2294 4939 204.2879204 -29.8807438 -7.975 7.51 17000.2
2305 1969 204.2877774 -29.9134138 -4.477 8.91 5447.1
2307 4111 204.2877562 -29.8898518 -5.301 8.76 8579.3
2313 4905 204.287673 -29.8811178 -5.833 7.86 5290.8
2324 1163 204.287537 -29.9222743 -4.202 8.96 3485.4
2333 3295 204.2874271 -29.8988223 -4.884 8.56 3089.1
2335 4997 204.2873938 -29.8801003 -7.081 7.7 8280.2
2340 3161 204.2873321 -29.9002963 -5.255 8.31 5186.8
2351 4256 204.2871979 -29.8882568 -4.28 8.96 3745.
2351 2483 204.2871931 -29.9077598 -3.931 8.31 3699.2
2360 4809 204.2870832 -29.8821683 -5.869 8.06 5672.6
2361 1112 204.2870675 -29.9228353 -5.208 8.51 3856.6
2366 4021 204.2870078 -29.8908363 -5.184 8.76 10333.6
2376 1504 204.2868767 -29.9185233 -5.614 8.76 9596.
2395 4684 204.2866392 -29.8835488 -3.095 -999. -999.
2399 3170 204.2865834 -29.9001973 -3.617 10.24 111864.
2404 1500 204.2865277 -29.9185673 -4.85 8.46 2573.4
2405 3839 204.2865067 -29.8928383 -3.038 -999. -999.
2411 4661 204.2864299 -29.8837963 -5.308 8.46 3923.8
2412 3226 204.2864184 -29.8995868 -4.237 8.66 2696.1
2417 2470 204.2863619 -29.9079029 -4.308 9.21 19743.2
2419 2552 204.2863302 -29.9069954 -5.467 6.6 443.3
2431 1098 204.286179 -29.9229949 -4.99 8.46 2927.6
2435 3585 204.2861326 -29.8956324 -7.176 7.36 6180.2
2436 1533 204.2861216 -29.9182099 -4.208 8.76 2337.
2443 3535 204.2860312 -29.8961879 -5.265 6.62 283.3
2457 1340 204.2858552 -29.9203329 -5.051 8.61 3909.7
2464 4678 204.2857639 -29.8836094 -5.974 8.06 5892.
2491 4872 204.2854212 -29.8814754 -5.484 8.46 4614.4
2495 2808 204.2853719 -29.9041794 -3.835 9.54 8423.6
2502 1289 204.2852778 -29.9208939 -6.788 8.66 21063.9
2516 2483 204.2850993 -29.9077544 -6.115 8.96 36530.2
2532 4554 204.2849012 -29.8849789 -5.204 8.21 2577.2
2535 2265 204.2848647 -29.9101579 -4.75 9.01 6362.8
2545 1231 204.2847384 -29.9215264 -6.039 8.51 8290.9
2551 1613 204.284662 -29.9173244 -4.248 8.56 1719.6
2551 2853 204.2846549 -29.9036844 -4.909 8.31 4241.7
2563 4073 204.2845019 -29.8902644 -6.14 6.68 567.8
2572 1058 204.2843959 -29.9234349 -4.638 9.01 6454.9
2573 4908 204.2843809 -29.8810794 -7.045 6.64 1514.
2574 4757 204.2843683 -29.8827382 -5.682 7.86 4341.2
2574 2831 204.2843694 -29.9039264 -5.219 7.4 3257.8
2580 4375 204.284286 -29.8869425 -5.788 8.01 6280.2
2612 3409 204.2838805 -29.897574 -4.955 8.91 14356.3
2614 1295 204.2838563 -29.920828 -5.56 8.71 7417.5
2625 3802 204.2837154 -29.8932455 -2.445 10.24 38009.3
2656 2164 204.2833228 -29.911269 -6.433 7.54 6890.9
2658 2648 204.2832972 -29.9059395 -4.162 10.24 184795.1
2659 3872 204.2832903 -29.892481 -4.65 8.11 4448.8
2661 3298 204.2832589 -29.8987895 -5.441 8.31 3627.6
2667 1271 204.2831837 -29.9210865 -4.301 8.86 3119.2
2680 4740 204.2830171 -29.8829275 -6.139 7.91 4339.5
2685 4682 204.2829601 -29.8835655 -5.27 8.06 3465.
2686 2758 204.2829419 -29.904735 -4.187 8.16 4135.7
2690 3535 204.2828908 -29.8961825 -5.04 9.16 12756.
2706 3066 204.2826943 -29.9013415 -4.533 6.62 205.4
2721 3082 204.282504 -29.9011655 -4.274 8.11 4221.2
2722 3512 204.2824848 -29.896441 -4.615 9.06 8787.3
2727 4343 204.282421 -29.8872945 -6.99 6.46 3800.6
2731 3855 204.2823704 -29.8926625 -5.55 6.62 327.5
2741 4808 204.2822496 -29.8821795 -5.202 8.76 21266.3
2759 2836 204.2820155 -29.903877 -5.746 8.81 12685.8
2766 2372 204.2819268 -29.908981 -6.376 7.42 3158.8
2776 3499 204.2817996 -29.896584 -6.066 7.22 4004.3
2802 4115 204.2814695 -29.889808 -6.055 8.61 9857.
2808 4922 204.2813995 -29.8809255 -9.049 7.24 29942.1
2823 4569 204.281203 -29.884814 -7.197 8.71 35528.7
2854 2509 204.2808164 -29.907474 -7.843 6.64 2647.
2858 3218 204.2807655 -29.899675 -4.836 8.66 4413.9
2863 2469 204.2806959 -29.907914 -8.098 7.1 15489.5
2870 2558 204.2806134 -29.9069295 -9.105 7.96 70055.8
2870 3750 204.2806132 -29.8938175 -5.366 8.66 5685.1
2870 4952 204.2806066 -29.880601 -5.08 7.91 5299.5
2872 1998 204.2805818 -29.913095 -4.108 9.21 12241.
2886 3309 204.2804039 -29.8986741 -4.791 8.06 3363.1
2887 4618 204.2803973 -29.884275 -5.746 8.51 6330.
2888 2195 204.2803787 -29.9109226 -5.954 6.36 1010.4
2889 2157 204.2803723 -29.9113406 -8.878 8.06 121614.
2891 4845 204.2803402 -29.8817781 -5.869 6.32 1042.8
2905 3395 204.2801691 -29.8977226 -6.397 8.76 17549.
2910 1268 204.2800996 -29.9211196 -4.657 8.61 2719.8
2917 3339 204.2800105 -29.8983441 -4.88 9.06 10576.4
2919 2554 204.2799852 -29.9069736 -8.29 7.65 30307.1
2937 1239 204.2797569 -29.9214441 -5.74 8.61 7374.7
2943 4215 204.2796869 -29.8887026 -5.637 8.71 7962.7
2951 2631 204.2795792 -29.9061266 -6.272 7.65 16228.
2959 3324 204.2794839 -29.8985036 -5.074 8.76 5188.6
2963 3845 204.2794268 -29.8927726 -4.537 8.51 3136.5
2968 1686 204.2793698 -29.9165271 -3.533 8.61 4197.1
2974 2165 204.2792937 -29.9112526 -3.902 9.01 3090.1
2975 1616 204.279281 -29.9172971 -7.437 9.06 149533.1
