  K    WAVELN    NEFF       GEOM ALB   BOND/QFIT  BOND/GEOM  Q-FITTED
 357  0.5620090    0.1791342    0.2097716    0.1978346    1.6714387    1.7722900
 358  0.5627570    0.1803412    0.2096818    0.1979770    1.6728316    1.7717325
 359  0.5635060    0.1803251    0.2021548    0.1902691    1.6670385    1.7711754
 360  0.5642570    0.1805486    0.2021517    0.1904398    1.6680351    1.7706179
 361  0.5650080    0.1823406    0.2018123    0.1903261    1.6693177    1.7700616
 362  0.5657600    0.1817338    0.1998740    0.1885070    1.6688724    1.7695058
 363  0.5665130    0.1815402    0.1907477    0.1790750    1.6607006    1.7689503
 364  0.5672670    0.1819710    0.1933153    0.1820624    1.6654563    1.7683952
 365  0.5680220    0.1831539    0.1801870    0.1685160    1.6533347    1.7678406
 366  0.5687780    0.1831539    0.1241744    0.1110712    1.5807974    1.7672863
 367  0.5695360    0.1835863    0.0670787    0.0556260    1.4650873    1.7667318
 368  0.5702940    0.1839607    0.1825170    0.1716350    1.6608762    1.7661784
 369  0.5710530    0.1839179    0.1777206    0.1668299    1.6574273    1.7656254
 370  0.5718130    0.1833047    0.1793655    0.1687947    1.6610491    1.7650728
 371  0.5725740    0.1836170    0.1671320    0.1563386    1.6505677    1.7645207
 372  0.5733360    0.1839607    0.1777900    0.1676555    1.6634181    1.7639690
 373  0.5741000    0.1839607    0.1548615    0.1441254    1.6411647    1.7634170
 374  0.5748640    0.1839607    0.1661517    0.1560426    1.6556089    1.7628661
 375  0.5756290    0.1834532    0.1517780    0.1413821    1.6416075    1.7623157
 376  0.5763950    0.1834726    0.1652337    0.1556376    1.6594489    1.7617657
 377  0.5771630    0.1842237    0.1586821    0.1490063    1.6538235    1.7612155
 378  0.5779310    0.1854630    0.1646818    0.1555538    1.6630764    1.7606664
 379  0.5787000    0.1861392    0.1363399    0.1273436    1.6439785    1.7601177
 380  0.5794710    0.1879013    0.1150554    0.1040181    1.5907729    1.7595688
 381  0.5802420    0.1896086    0.1610571    0.1523305    1.6637115    1.7590210
 382  0.5810140    0.1896312    0.1598846    0.1512943    1.6639945    1.7584737
 383  0.5817880    0.1908802    0.1542282    0.1455351    1.6588397    1.7579261
 384  0.5825620    0.1912223    0.1535145    0.1448579    1.6582819    1.7573797
 385  0.5833380    0.1914950    0.1558804    0.1474996    1.6623783    1.7568330
 386  0.5841140    0.1921211    0.1422217    0.1332673    1.6457099    1.7562875
 387  0.5848920    0.1927489    0.1506429    0.1421112    1.6563051    1.7557417
 388  0.5856710    0.1928360    0.1454846    0.1366871    1.6490599    1.7551964
 389  0.5864500    0.1928360    0.1423421    0.1333676    1.6440236    1.7546523
 390  0.5872310    0.1932088    0.1334759    0.1243674    1.6344057    1.7541080
 391  0.5880130    0.1944707    0.1135846    0.1051645    1.6235722    1.7535641
 392  0.5887950    0.1957326    0.0825489    0.0745309    1.5827511    1.7530214
 393  0.5895790    0.1955962    0.0858123    0.0779457    1.5918258    1.7524784
 394  0.5903640    0.1967250    0.0938191    0.0855675    1.5978491    1.7519359
 395  0.5911500    0.1992908    0.0942053    0.0852378    1.5846765    1.7513939
 396  0.5919370    0.1992908    0.0878263    0.0796730    1.5883128    1.7508524
 397  0.5927250    0.1981208    0.1345489    0.1260245    1.6394195    1.7503114
 398  0.5935140    0.1980918    0.1256104    0.1169670    1.6293672    1.7497708
 399  0.5943040    0.1987292    0.0204763    0.0149512    1.2772358    1.7492308
 400  0.5950950    0.1992141    0.0178646    0.0131999    1.2920840    1.7486912
 401  0.5958870    0.1985751    0.1323375    0.1240488    1.6386601    1.7481521
 402  0.5966800    0.1984839    0.1241282    0.1158538    1.6311185    1.7476135
 403  0.5974750    0.1992504    0.1397971    0.1318647    1.6479418    1.7470747
 404  0.5982700    0.2003155    0.1350937    0.1269421    1.6411505    1.7465371
 405  0.5990660    0.2009577    0.0885273    0.0792555    1.5631343    1.7460000
 406  0.5998640    0.2016016    0.1388716    0.1308907    1.6451509    1.7454627
 407  0.6006620    0.2017113    0.1286726    0.1202461    1.6306541    1.7449265
 408  0.6014620    0.2032023    0.1414445    0.1333317    1.6443380    1.7443902
 409  0.6022630    0.2049387    0.1371667    0.1288643    1.6383022    1.7438545
 410  0.6030640    0.2050420    0.1370373    0.1286325    1.6363983    1.7433198
 411  0.6038670    0.2063377    0.1429414    0.1348833    1.6445380    1.7427851
 412  0.6046710    0.2054696    0.1382103    0.1297861    1.6360574    1.7422508
 413  0.6054760    0.2057068    0.1529087    0.1449280    1.6508126    1.7417171
 414  0.6062820    0.2060973    0.1414866    0.1332090    1.6393168    1.7411838
 415  0.6070890    0.2048669    0.1454465    0.1372084    1.6420612    1.7406511
 416  0.6078970    0.2042149    0.1519675    0.1439101    1.6478572    1.7401189
 417  0.6087060    0.2035622    0.1510522    0.1429914    1.6467564    1.7395873
 418  0.6095170    0.2037421    0.1505992    0.1425112    1.6456578    1.7390555
 419  0.6103280    0.2033379    0.1546751    0.1467939    1.6499419    1.7385248
 420  0.6111400    0.2011465    0.1540443    0.1461992    1.6494832    1.7379947
 421  0.6119540    0.1978626    0.1519365    0.1441054    1.6479119    1.7374645
 422  0.6127690    0.1927134    0.1464103    0.1385143    1.6432612    1.7369348
 423  0.6135840    0.1888663    0.1407920    0.1327935    1.6377595    1.7364063
 424  0.6144010    0.1862174    0.1365999    0.1285436    1.6335002    1.7358777
 425  0.6152190    0.1844141    0.1249290    0.1165189    1.6185276    1.7353496
 426  0.6160380    0.1830619    0.1301882    0.1220082    1.6258204    1.7348221
 427  0.6168580    0.1810770    0.1261993    0.1179292    1.6206432    1.7342951
 428  0.6176790    0.1768984    0.1189956    0.1105648    1.6109319    1.7337686
 429  0.6185010    0.1742769    0.1088412    0.1002013    1.5956559    1.7332427
 430  0.6193250    0.1734717    0.1053328    0.0966437    1.5897806    1.7327167
 431  0.6201490    0.1740728    0.1100406    0.1014542    1.5970304    1.7321918
 432  0.6209750    0.1774051    0.1146268    0.1061689    1.6038935    1.7316669
 433  0.6218010    0.1807374    0.1185436    0.1101996    1.6092918    1.7311432
 434  0.6226290    0.1861077    0.1271915    0.1191491    1.6211912    1.7306194
 435  0.6234580    0.1921276    0.1366087    0.1288781    1.6321907    1.7300961
 436  0.6242880    0.1979224    0.1435321    0.1360537    1.6394590    1.7295735
 437  0.6251190    0.2033823    0.1434916    0.1358553    1.6370352    1.7290513
 438  0.6259510    0.2094239    0.1488896    0.1413845    1.6413995    1.7285298
 439  0.6267840    0.2116774    0.1409682    0.1330306    1.6307095    1.7280088
 440  0.6276190    0.2171947    0.1545674    0.1474011    1.6473948    1.7274877
 441  0.6284540    0.2195361    0.1090909    0.1010154    1.5991296    1.7269678
 442  0.6292910    0.2195942    0.1564618    0.1496982    1.6518162    1.7264479
 443  0.6301280    0.2215726    0.1592503    0.1524031    1.6517204    1.7259292
 444  0.6309670    0.2195418    0.1601513    0.1533520    1.6521571    1.7254104
 445  0.6318070    0.2214153    0.0407644    0.0328643    1.3906075    1.7248922
 446  0.6326480    0.2213596    0.1539119    0.1467665    1.6443204    1.7243745
 447  0.6334900    0.2214709    0.1301089    0.1225016    1.6230664    1.7238575
 448  0.6343340    0.2216129    0.1380248    0.1304231    1.6284285    1.7233404
 449  0.6351780    0.2213628    0.1602642    0.1536266    1.6514713    1.7228245
 450  0.6360240    0.2226893    0.1378315    0.1302871    1.6280357    1.7223086
 451  0.6368700    0.2226893    0.1570178    0.1502162    1.6472104    1.7217939
 452  0.6377180    0.2221100    0.1526921    0.1456434    1.6418196    1.7212791
 453  0.6385670    0.2209675    0.1357578    0.1278773    1.6208778    1.7207650
 454  0.6394170    0.2206052    0.1333943    0.1254559    1.6178772    1.7202514
 455  0.6402680    0.2210756    0.1290627    0.1210309    1.6127170    1.7197384
 456  0.6411210    0.2209780    0.1423879    0.1351364    1.6316697    1.7192254
 457  0.6419740    0.2202897    0.1493502    0.1425637    1.6406157    1.7187137
 458  0.6428290    0.2202687    0.1378943    0.1305392    1.6265558    1.7182019
 459  0.6436840    0.2213725    0.1462875    0.1390481    1.6326868    1.7176913
 460  0.6445410    0.2218824    0.0476004    0.0398779    1.4385911    1.7171807
 461  0.6453990    0.2212386    0.1193500    0.1113295    1.6013076    1.7166707
 462  0.6462580    0.2206851    0.0478325    0.0408063    1.4640701    1.7161614
 463  0.6471190    0.2218824    0.0050884    0.0040791    1.3753287    1.7156520
 464  0.6479800    0.2218824    0.0922111    0.0835082    1.5532684    1.7151439
 465  0.6488430    0.2198419    0.0948874    0.0863390    1.5601645    1.7146357
 466  0.6497060    0.2183226    0.1273164    0.1195010    1.6089057    1.7141288
 467  0.6505710    0.2178482    0.1255995    0.1177358    1.6063333    1.7136219
 468  0.6514370    0.2192586    0.1145852    0.1063962    1.5906847    1.7131156
 469  0.6523040    0.2208303    0.1268923    0.1190755    1.6071104    1.7126099
 470  0.6531730    0.2197104    0.1414606    0.1344924    1.6277675    1.7121043
 471  0.6540420    0.2170075    0.1153029    0.1070767    1.5894879    1.7115999
 472  0.6549130    0.2163047    0.1231310    0.1155690    1.6060097    1.7110955
 473  0.6557850    0.2149678    0.1293061    0.1217873    1.6111251    1.7105917
 474  0.6566580    0.2119663    0.1082107    0.1001334    1.5824402    1.7100886
 475  0.6575320    0.2110158    0.0873189    0.0795118    1.5567324    1.7095861
 476  0.6584070    0.2117218    0.1090612    0.1011898    1.5857329    1.7090842
 477  0.6592830    0.2122003    0.1241179    0.1170379    1.6111218    1.7085829
 478  0.6601610    0.2122003    0.0845162    0.0775564    1.5674230    1.7080818
 479  0.6610400    0.2121035    0.1357208    0.1289091    1.6218796    1.7075812
 480  0.6619200    0.2099734    0.0822253    0.0739457    1.5351880    1.7070813
 481  0.6628010    0.2091335    0.0687350    0.0615187    1.5274121    1.7065820
 482  0.6636830    0.2089729    0.1296849    0.1227742    1.6151684    1.7060834
 483  0.6645670    0.2076005    0.1301842    0.1235799    1.6190607    1.7055848
 484  0.6654510    0.2058246    0.0837807    0.0762909    1.5526563    1.7050874
 485  0.6663370    0.2046668    0.1263319    0.1195528    1.6131203    1.7045902
 486  0.6672240    0.2044933    0.1254269    0.1186780    1.6123998    1.7040935
 487  0.6681130    0.2058367    0.1150511    0.1078177    1.5964909    1.7035970
 488  0.6690020    0.2065604    0.1250403    0.1183475    1.6119427    1.7031017
 489  0.6698920    0.2101509    0.1358592    0.1298322    1.6270749    1.7026070
 490  0.6707840    0.2131169    0.1009963    0.0958671    1.6156692    1.7021124
 491  0.6716770    0.2170914    0.1404981    0.1346691    1.6310213    1.7016185
 492  0.6725710    0.2214193    0.1242831    0.1185423    1.6225475    1.7011252
 493  0.6734670    0.2253801    0.1455390    0.1399470    1.6352893    1.7006320
 494  0.6743630    0.2289948    0.1405820    0.1347177    1.6292197    1.7001401
 495  0.6752610    0.2317752    0.1439283    0.1383134    1.6333415    1.6996482
 496  0.6761600    0.2327587    0.1455753    0.1401271    1.6355656    1.6991571
 497  0.6770600    0.2348404    0.1449529    0.1394745    1.6344665    1.6986665
 498  0.6779610    0.2355673    0.1431391    0.1376282    1.6327962    1.6981767
 499  0.6788640    0.2349017    0.1444158    0.1390242    1.6343056    1.6976870
 500  0.6797670    0.2304600    0.1395390    0.1343412    1.6339782    1.6971985
 501  0.6806720    0.2280596    0.1397931    0.1344153    1.6314385    1.6967101
 502  0.6815780    0.2256649    0.1327257    0.1272497    1.6262393    1.6962224
 503  0.6824860    0.2231266    0.1170163    0.1109051    1.6071740    1.6957348
 504  0.6833940    0.2222003    0.1304192    0.1250595    1.6255799    1.6952484
 505  0.6843040    0.2234251    0.1037346    0.0974661    1.5923507    1.6947622
 506  0.6852150    0.2251098    0.1330181    0.1278998    1.6290839    1.6942766
 507  0.6861270    0.2287987    0.1340826    0.1290124    1.6297422    1.6937918
 508  0.6870400    0.2531557    0.1354771    0.1305025    1.6311312    1.6933076
 509  0.6879550    0.2302696    0.1297490    0.1244578    1.6237901    1.6928235
 510  0.6888710    0.2354689    0.1051208    0.0991334    1.5959485    1.6923402
 511  0.6897880    0.2370414    0.1229851    0.1174878    1.6162327    1.6918575
 512  0.6907060    0.2355036    0.1198976    0.1143332    1.6128803    1.6913756
 513  0.6916250    0.2342877    0.0449062    0.0398104    1.4990154    1.6908943
 514  0.6925460    0.2348662    0.0310121    0.0274560    1.4965768    1.6904131
 515  0.6934680    0.2348436    0.0774278    0.0712022    1.5540552    1.6899327
 516  0.6943910    0.2320922    0.0333272    0.0293196    1.4862940    1.6894530
 517  0.6953150    0.2278733    0.0267775    0.0230803    1.4557752    1.6889739
 518  0.6962410    0.2229709    0.0842290    0.0784171    1.5719864    1.6884951
 519  0.6971680    0.2159634    0.0895699    0.0836814    1.5770442    1.6880169
 520  0.6980960    0.2141561    0.0887835    0.0830480    1.5785236    1.6875394
 521  0.6990250    0.2095780    0.0689595    0.0632107    1.5464193    1.6870627
 522  0.6999560    0.2020663    0.0693586    0.0637498    1.5501987    1.6865861
 523  0.7008870    0.1981329    0.0757832    0.0702709    1.5634679    1.6861107
 524  0.7018200    0.1930458    0.0209350    0.0180772    1.4555347    1.6856356
 525  0.7027550    0.1932475    0.0674355    0.0620771    1.5512575    1.6851606
 526  0.7036900    0.1941996    0.0671036    0.0616326    1.5473353    1.6846868
 527  0.7046270    0.1969791    0.0500921    0.0450748    1.5155212    1.6842133
 528  0.7055650    0.2016750    0.0507062    0.0457016    1.5175570    1.6837404
 529  0.7065040    0.2057584    0.0654643    0.0601399    1.5463630    1.6832683
 530  0.7074450    0.2091544    0.0096976    0.0081780    1.4190987    1.6827964
 531  0.7083860    0.2123278    0.0615170    0.0562507    1.5383075    1.6823257
 532  0.7093290    0.2146103    0.0419109    0.0373947    1.5006255    1.6818552
 533  0.7102740    0.2175610    0.0308895    0.0267050    1.4536143    1.6813849
 534  0.7112190    0.2212523    0.0687272    0.0634579    1.5520386    1.6809159
 535  0.7121660    0.2218824    0.0441483    0.0396030    1.5074381    1.6804470
 536  0.7131140    0.2218824    0.0321633    0.0280701    1.4661761    1.6799789
 537  0.7140630    0.2216283    0.0790029    0.0741079    1.5754500    1.6795116
 538  0.7150140    0.2176449    0.0471249    0.0426494    1.5195853    1.6790444
 539  0.7159650    0.2038333    0.0333547    0.0299107    1.5052600    1.6785785
 540  0.7169190    0.1914611    0.0161098    0.0143147    1.4911221    1.6781123
 541  0.7178730    0.1805542    0.0248749    0.0221996    1.4972179    1.6776473
 542  0.7188290    0.1744375    0.0075772    0.0066715    1.4767223    1.6771826
 543  0.7197850    0.1677714    0.0041366    0.0035461    1.4373756    1.6767191
 544  0.7207440    0.1614078    0.0074216    0.0062270    1.4064435    1.6762553
 545  0.7217030    0.1580537    0.0197891    0.0173818    1.4719359    1.6757928
 546  0.7226640    0.1551918    0.0230129    0.0204014    1.4852169    1.6753305
 547  0.7236260    0.1520871    0.0118146    0.0103403    1.4658638    1.6748690
 548  0.7245890    0.1456525    0.0069820    0.0061672    1.4790036    1.6744082
 549  0.7255540    0.1393228    0.0049925    0.0043679    1.4645084    1.6739476
 550  0.7265190    0.1354887    0.0041421    0.0032552    1.3151614    1.6734883
 551  0.7274870    0.1351151    0.0059609    0.0052390    1.4704265    1.6730288
 552  0.7284550    0.1392938    0.0100134    0.0087976    1.4695020    1.6725704
 553  0.7294250    0.1434974    0.0020382    0.0017797    1.4600352    1.6721124
 554  0.7303960    0.1479399    0.0109367    0.0095384    1.4579283    1.6716551
 555  0.7313680    0.1550821    0.0129793    0.0114461    1.4737857    1.6711985
 556  0.7323420    0.1584176    0.0241903    0.0216533    1.4955180    1.6707422
 557  0.7333160    0.1612432    0.0192163    0.0171870    1.4938954    1.6702872
 558  0.7342930    0.1683378    0.0216823    0.0194956    1.5014290    1.6698319
 559  0.7352700    0.1754323    0.0324345    0.0293594    1.5111065    1.6693779
 560  0.7362490    0.1815369    0.0001392    0.0001183    1.4183012    1.6689242
 561  0.7372290    0.1861779    0.0139807    0.0120320    1.4359043    1.6684712
 562  0.7382100    0.1951678    0.0392096    0.0358229    1.5239446    1.6680190
 563  0.7391930    0.2027731    0.0375153    0.0341356    1.5173384    1.6675670
 564  0.7401770    0.2130144    0.0373924    0.0340330    1.5173395    1.6671158
 565  0.7411620    0.2250872    0.0439451    0.0402522    1.5266109    1.6666654
 566  0.7421490    0.2296249    0.0315964    0.0284069    1.4980176    1.6662153
 567  0.7431370    0.2331452    0.0559303    0.0520565    1.5503938    1.6657659
 568  0.7441260    0.2381210    0.0354731    0.0323626    1.5192950    1.6653173
 569  0.7451170    0.2389206    0.0164923    0.0143222    1.4457978    1.6648691
 570  0.7461090    0.2393692    0.0388686    0.0353064    1.5118833    1.6644215
 571  0.7471020    0.2375417    0.0282069    0.0253643    1.4962854    1.6639748
 572  0.7480960    0.2405173    0.0552223    0.0518337    1.5614477    1.6635288
 573  0.7490920    0.2408756    0.0497891    0.0462642    1.5453430    1.6630831
 574  0.7500890    0.2375715    0.0504934    0.0472578    1.5560960    1.6626382
 575  0.7510880    0.2411757    0.0665505    0.0630342    1.5743684    1.6621937
 576  0.7520880    0.2406529    0.0651972    0.0617013    1.5726469    1.6617499
 577  0.7530890    0.2428604    0.0525614    0.0493083    1.5584885    1.6613068
 578  0.7540910    0.2427870    0.0540916    0.0509693    1.5649951    1.6608646
 579  0.7550950    0.2419003    0.0633553    0.0600918    1.5748927    1.6604226
 580  0.7561000    0.2401171    0.0635977    0.0602666    1.5730374    1.6599815
 581  0.7571070    0.2369535    0.0641492    0.0608513    1.5742248    1.6595407
 582  0.7581150    0.2339569    0.0598276    0.0567945    1.5749871    1.6591007
 583  0.7591240    0.2354342    0.0578036    0.0547472    1.5709604    1.6586614
 584  0.7601340    0.2901899    0.0587621    0.0557357    1.5728219    1.6582229
 585  0.7611460    0.2741321    0.0575601    0.0545445    1.5709321    1.6577848
 586  0.7621590    0.2251808    0.0543118    0.0513778    1.5678133    1.6573475
 587  0.7631740    0.2445080    0.0501527    0.0474024    1.5660490    1.6569105
 588  0.7641900    0.2308787    0.0453298    0.0427753    1.5631231    1.6564743
 589  0.7652070    0.2209086    0.0477837    0.0448686    1.5550099    1.6560388
 590  0.7662260    0.2171688    0.0424907    0.0397343    1.5482027    1.6556038
 591  0.7672460    0.2077433    0.0448592    0.0422227    1.5578891    1.6551695
 592  0.7682670    0.2109626    0.0485640    0.0455757    1.5529149    1.6547360
 593  0.7692900    0.2095458    0.0453829    0.0426657    1.5552530    1.6543029
 594  0.7703140    0.2084662    0.0438492    0.0412432    1.5555796    1.6538706
 595  0.7713390    0.2070857    0.0484856    0.0456405    1.5564162    1.6534390
 596  0.7723660    0.2021228    0.0412082    0.0387543    1.5545754    1.6530079
 597  0.7733940    0.1947676    0.0475138    0.0451292    1.5696414    1.6525775
 598  0.7744240    0.1959407    0.0478453    0.0454732    1.5702355    1.6521475
 599  0.7754550    0.1943004    0.0476194    0.0452956    1.5711131    1.6517183
 600  0.7764870    0.1896506    0.0454990    0.0432741    1.5705414    1.6512899
 601  0.7775210    0.1863135    0.0455822    0.0433916    1.5715257    1.6508619
 602  0.7785560    0.1825245    0.0426954    0.0405379    1.5670335    1.6504346
 603  0.7795920    0.1764344    0.0388078    0.0366136    1.5567144    1.6500082
 604  0.7806300    0.1694052    0.0369465    0.0348975    1.5580974    1.6495822
 605  0.7816690    0.1659374    0.0362489    0.0342470    1.5580815    1.6491570
 606  0.7827100    0.1631118    0.0300029    0.0278163    1.5285729    1.6487321
 607  0.7837520    0.1603556    0.0316676    0.0296045    1.5409243    1.6483081
 608  0.7847950    0.1680941    0.0257421    0.0236301    1.5126851    1.6478848
 609  0.7858400    0.1668556    0.0348638    0.0327817    1.5490746    1.6474620
 610  0.7868860    0.1676398    0.0159133    0.0141449    1.4640082    1.6470400
 611  0.7879330    0.1715877    0.0348860    0.0327203    1.5443955    1.6466188
 612  0.7889820    0.1750273    0.0344328    0.0322716    1.5428750    1.6461979
 613  0.7900320    0.1726132    0.0357257    0.0335299    1.5446240    1.6457779
 614  0.7910840    0.1707801    0.0143909    0.0127451    1.4571878    1.6453583
 615  0.7921370    0.1669395    0.0321745    0.0300535    1.5364995    1.6449396
 616  0.7931910    0.1615231    0.0262958    0.0242420    1.5160838    1.6445216
 617  0.7942470    0.1609801    0.0290959    0.0271644    1.5349649    1.6441040
 618  0.7953050    0.1580731    0.0095469    0.0083261    1.4335093    1.6436869
 619  0.7963630    0.1582909    0.0251329    0.0231217    1.5117718    1.6432709
 620  0.7974230    0.1553798    0.0244468    0.0224138    1.5062351    1.6428554
 621  0.7984850    0.1556969    0.0286705    0.0266293    1.5255098    1.6424403
 622  0.7995480    0.1582966    0.0181234    0.0162874    1.4756785    1.6420261
 623  0.8006120    0.1617305    0.0244505    0.0226158    1.5184347    1.6416126
 624  0.8016780    0.1635298    0.0243616    0.0223393    1.5049571    1.6411996
 625  0.8027450    0.1661940    0.0116134    0.0101581    1.4351789    1.6407874
 626  0.8038140    0.1657034    0.0266862    0.0246127    1.5129183    1.6403756
 627  0.8048840    0.1696828    0.0266112    0.0244931    1.5094295    1.6399647
 628  0.8059550    0.1733265    0.0331413    0.0309697    1.5321202    1.6395545
 629  0.8070280    0.1800168    0.0270846    0.0250562    1.5163886    1.6391448
 630  0.8081020    0.1829893    0.0226147    0.0206227    1.4943919    1.6387360
 631  0.8091780    0.1822583    0.0207863    0.0190649    1.5026496    1.6383276
 632  0.8102550    0.1870146    0.0229981    0.0210812    1.5013999    1.6379200
 633  0.8113340    0.1949951    0.0125897    0.0114375    1.4876438    1.6375128
 634  0.8124140    0.2051904    0.0176797    0.0161291    1.4935203    1.6371065
 635  0.8134950    0.2149637    0.0138691    0.0126301    1.4904894    1.6367010
 636  0.8145780    0.2322681    0.0025978    0.0022775    1.4345293    1.6362959
 637  0.8156630    0.2436495    0.0001542    0.0001342    1.4229917    1.6358913
 638  0.8167480    0.2434704    0.0049564    0.0044427    1.4659807    1.6354879
 639  0.8178360    0.2516292    0.0164731    0.0149849    1.4873711    1.6350846
 640  0.8189240    0.2533494    0.0203541    0.0185657    1.4910516    1.6346825
 641  0.8200150    0.2549873    0.0049006    0.0043983    1.4667562    1.6342805
 642  0.8211060    0.2570899    0.0084030    0.0075294    1.4640099    1.6338797
 643  0.8221990    0.2638263    0.0200107    0.0182472    1.4895286    1.6334794
 644  0.8232940    0.2697251    0.0095654    0.0086849    1.4827577    1.6330795
 645  0.8243900    0.2628137    0.0156889    0.0142811    1.4861696    1.6326804
 646  0.8254870    0.2678306    0.0036549    0.0032740    1.4621714    1.6322822
 647  0.8265860    0.2685407    0.0098829    0.0089589    1.4793236    1.6318845
 648  0.8276860    0.2695331    0.0073001    0.0065912    1.4730577    1.6314876
 649  0.8287880    0.2747437    0.0199165    0.0181660    1.4877302    1.6310912
 650  0.8298910    0.2723466    0.0261779    0.0241896    1.5068413    1.6306956
 651  0.8309960    0.2678887    0.0148209    0.0134854    1.4833909    1.6303005
 652  0.8321020    0.2671319    0.0165095    0.0150641    1.4872154    1.6299062
 653  0.8332100    0.2568834    0.0057398    0.0052066    1.4781391    1.6295124
 654  0.8343190    0.2335946    0.0238990    0.0219606    1.4969849    1.6291195
 655  0.8354300    0.2082629    0.0204241    0.0187319    1.4937838    1.6287270
 656  0.8365420    0.1947821    0.0143903    0.0131781    1.4911776    1.6283354
 657  0.8376550    0.1800959    0.0139859    0.0128169    1.4918722    1.6279446
 658  0.8387700    0.1701152    0.0054439    0.0049204    1.4710395    1.6275543
 659  0.8398870    0.1765030    0.0073540    0.0066550    1.4724954    1.6271645
 660  0.8410050    0.1630069    0.0170106    0.0156638    1.4979856    1.6267756
 661  0.8421250    0.1692358    0.0141431    0.0130360    1.4990686    1.6263871
 662  0.8432460    0.1785242    0.0223172    0.0206363    1.5035350    1.6259995
 663  0.8443680    0.1805590    0.0217421    0.0201903    1.5095923    1.6256128
 664  0.8454920    0.1907608    0.0272838    0.0254313    1.5148738    1.6252265
 665  0.8466180    0.1969428    0.0145565    0.0133831    1.4938653    1.6248407
 666  0.8477450    0.1996861    0.0195461    0.0179249    1.4897152    1.6244558
 667  0.8488730    0.2057326    0.0131534    0.0118725    1.4659224    1.6240718
 668  0.8500030    0.1960634    0.0147304    0.0133592    1.4725385    1.6236882
 669  0.8511350    0.1949741    0.0340567    0.0321215    1.5310653    1.6233052
 670  0.8522680    0.1845352    0.0299561    0.0282387    1.5298782    1.6229230
 671  0.8534020    0.1731393    0.0277939    0.0260152    1.5187085    1.6225416
 672  0.8545380    0.1659035    0.0276552    0.0258938    1.5188424    1.6221608
 673  0.8556760    0.1578125    0.0240535    0.0224309    1.5123776    1.6217805
 674  0.8568150    0.1458574    0.0213338    0.0197073    1.4977852    1.6214010
 675  0.8579550    0.1397658    0.0171233    0.0156283    1.4794959    1.6210224
 676  0.8590970    0.1349239    0.0169835    0.0155411    1.4830009    1.6206443
 677  0.8602410    0.1263729    0.0135643    0.0123018    1.4694587    1.6202667
 678  0.8613860    0.1177994    0.0103306    0.0092742    1.4542335    1.6198900
 679  0.8625330    0.1186595    0.0072000    0.0063926    1.4379063    1.6195138
 680  0.8636810    0.1177647    0.0086972    0.0077745    1.4473642    1.6191384
 681  0.8648310    0.1183335    0.0085287    0.0076460    1.4512216    1.6187636
 682  0.8659820    0.1265295    0.0101615    0.0091137    1.4515095    1.6183897
 683  0.8671350    0.1258235    0.0111375    0.0100416    1.4588137    1.6180162
 684  0.8682890    0.1328075    0.0119874    0.0108730    1.4672691    1.6176437
 685  0.8694450    0.1386886    0.0160033    0.0146532    1.4808297    1.6172716
 686  0.8706020    0.1420128    0.0172201    0.0157344    1.4774020    1.6169004
 687  0.8717610    0.1454605    0.0202565    0.0187221    1.4940767    1.6165298
 688  0.8729220    0.1519903    0.0143836    0.0129783    1.4582511    1.6161597
 689  0.8740840    0.1502765    0.0061326    0.0053061    1.3980295    1.6157904
 690  0.8752470    0.1514973    0.0159433    0.0145752    1.4768054    1.6154220
 691  0.8764120    0.1484595    0.0110099    0.0099292    1.4565279    1.6150542
 692  0.8775790    0.1456565    0.0108128    0.0097919    1.4622395    1.6146869
 693  0.8787470    0.1351805    0.0093104    0.0084179    1.4595728    1.6143204
 694  0.8799170    0.1160453    0.0085878    0.0077558    1.4576014    1.6139545
 695  0.8810880    0.0976089    0.0046213    0.0041503    1.4491495    1.6135895
 696  0.8822610    0.0792104    0.0009599    0.0008608    1.4465838    1.6132250
 697  0.8834360    0.0782027    0.0004974    0.0004428    1.4355222    1.6128611
 698  0.8846120    0.0842734    0.0018086    0.0016098    1.4352047    1.6124980
 699  0.8857890    0.0810694    0.0021122    0.0018770    1.4326058    1.6121358
 700  0.8869680    0.0666002    0.0010271    0.0009125    1.4318894    1.6117741
 701  0.8881490    0.0717237    0.0010666    0.0009505    1.4360101    1.6114130
 702  0.8893310    0.0758434    0.0015259    0.0013558    1.4315219    1.6110527
 703  0.8905150    0.0754279    0.0014825    0.0013203    1.4344491    1.6106931
 704  0.8917010    0.0772990    0.0015317    0.0013668    1.4369327    1.6103339
 705  0.8928880    0.0761145    0.0014768    0.0013347    1.4550805    1.6099757
 706  0.8940760    0.0711863    0.0013217    0.0011771    1.4335535    1.6096183
 707  0.8952670    0.0738538    0.0013954    0.0012442    1.4348828    1.6092611
 708  0.8964580    0.0791015    0.0011875    0.0010918    1.4793111    1.6089051
 709  0.8976520    0.0860162    0.0018677    0.0017101    1.4728238    1.6085494
 710  0.8988470    0.0857725    0.0020636    0.0018680    1.4557876    1.6081946
 711  0.9000430    0.0898027    0.0027549    0.0024736    1.4436155    1.6078406
 712  0.9012410    0.0971522    0.0036923    0.0033481    1.4576209    1.6074872
 713  0.9024410    0.1054111    0.0034516    0.0031105    1.4483229    1.6071344
